HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,jambre,basgonio,3,1
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,artor1us,uraharai,3,2
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,indeec,alviz,2,3
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,ahilles026,ntr,2,3
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,mar5girl,гимназия94,0,3
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,viper,xomikadze,3,1
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,wolfheart,cagey,3,1
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,krustykrab,gusonaj,3,0
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,swate,xioh,3,0
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,goodwill,chewie,0,3
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,драже,carry,0,3
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,chiakinanami,swissking,0,3
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,goldrecon,heartfilia,3,2
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,genghis,vonny,2,3
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,dalesom,weber,3,0
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,unbreakable,pumpkin227,1,3
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,cmaccomph,aomine,3,0
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,johnnybambou,grayj,2,3
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,twobiers,hgsuper,3,2
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,kaisercillo,skyfrosty,3,1
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,luker,kalas,1,3
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,bunnyhoppor,paizon,3,2
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,vinz,riko,3,1
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,polishhammer,paulvillepou,2,3
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,jeronimo42,洢小庭,3,1
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,zyrek,sudaka,3,1
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,angeloshaggy,jac0b0,2,3
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,insane,trec,1,3
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,zumpp,neves,3,0
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,frkaktycmst,b4bana,3,0
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,wenture1892,serial,3,2
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,privet,maur1,2,3
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,gulladin,fr0zen,3,2
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,andreasv13,elto,3,0
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,frankyfa,paragleiber,0,3
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,youknowwp,aragold,2,3
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,snowman,balthazar,2,3
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,siimone,chinoize,3,1
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,osyris,dib,2,3
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,perna,tyler,3,2
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,anthony04,boldiika,3,0
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,pokrovac,renojacky,3,2
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,alivz,zorkthar,3,1
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,arrivider4i,oldboy,3,0
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,guntofire,rafo,2,3
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,kranich,eko,1,3
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,braccione,tuttek,0,3
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,racket,bigeldrazi,2,3
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,thadcastle,radogask,3,1
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,гейбсудьбы,опасныйевген,1,3
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,moonshinerrr,cabixo,0,3
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,meliador,ulu4lulu,0,3
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,doktorrrr,cursed,0,3
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,litiq,джондаун228,3,0
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,melane,dizdemon,3,0
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,frenki1337,rafadd,3,0
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,kallootulloo,clay,0,3
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,runhard,ginger,3,0
HCT Germany TakeTV (S1),Global Qualifier,,2018_01_15,1,,1,gann,yaiza,3,0
