"battletag","class","deckstring"
"greensheep#2290","WARRIOR","  AAECAQcIkwT5DM/HAsPqAs3vApL4Ap74AqCAAwtLogKiBJvCAsrDAtPFAqLHAsrnAoP7Ao77Ap77AgA= "
"greensheep#2290","ROGUE","  AAECAaIHBrQBmwWGwgKA0wLP4QLD6gIMxAGcAu0CnwPUBYYJl8EC/MECx9MC2+MC9uwC4vgCAA== "
"Bunnyhoppor#2897","DRUID","  AAECAZICBMQGws4Cr9MC8eoCDUBf6QHkCMnHApTSApjSAp7SAubTAovhAoTmAt3rAo3wAgA= "
"Bunnyhoppor#2897","HUNTER","  AAECAR8Mlwj4CO0JxsIC08UC080ChtMCnOICtuoCy+wCgPMCoIADCY0Bq8IC2MICnM0C3dICi+EC4eMC8vECufgCAA== "
"Bunnyhoppor#2897","MAGE","  AAECAf0ECMUE08UCoM4Cws4Cm9MC8tMCo+sCoIADC03JA+wHiMECm8IClscC1eEC1+ECluQCt/ECw/gCAA== "
"Bunnyhoppor#2897","ROGUE","  AAECAaIHBrICrwSBwgLrwgLL7AKggAMMtAGMAs0DvQSbBYgHpAeGCdzRAtvjAqbvAvWAAwA= "
"Swidz#2563","PRIEST","  AAECAa0GBsUE1gr7DNPFAqDOApDTAgyQAqEE5QT2B40I8gzRwQLJxwLo0ALL5gL86gK98wIA "
"Swidz#2563","DRUID","  AAECAZICCFaZ0wKb6AL96wKa7gLi+ALk+wL1/AILQF/pAd4F5AigzQKHzgKY0gKe0gLb0wK/8gIA "
"Swidz#2563","WARLOCK","  AAECAf0GBvIFigegzgLCzgKX0wLN9AIM+wa2B+EH+weNCObCAufLAvHQAv3QAojSAtjlAurmAgA= "
"Swidz#2563","WARRIOR","  AAECAQcIogKQB7IIjs4Cws4Cn9MC9PUCkvgCC0uiBJEG/wf7DJvCAr7DAszNAs/nApvzAp77AgA= "
"exilessmath#2572","MAGE","  AAECAf0EBAxxotMC7vYCDbsClQOrBLQE5gSWBewFwcECmMQCj9MC++wClf8Cuf8CAA== "
"exilessmath#2572","HUNTER","  AAECAR8E6dIChtMC3O4Ch/sCDY0BqAK1A4cEyQSXCNsJ/gzd0gLf0gLj0gLh4wLq4wIA "
"exilessmath#2572","DRUID","  AAECAZICCrQDxQTCzgKZ0wKd4gKb6AKP9gKM+wLk+wL1/AIKQF/pAdMD5AigzQKHzgKY0gKe0gLb0wIA "
"exilessmath#2572","SHAMAN","  AAECAaoICCDyBf4FigfCzgKn7gLN9AKP+wILvQHTAfAHsQiRwQKbywKW6AKU7wKw8AL28AKKgAMA "
"sjow#1616","MAGE","  AAECAf0ECNACysEC08UCz8cCoM4Cws4Cm9MCo+sCC03JA+wHm8IClscC1eEC1+ECluQCvuwCw/gC4vgCAA== "
"sjow#1616","SHAMAN","  AAECAaoICP8F08UCnOICq+cCw+oCp+4C7/cCmfsCC4EE9QTeBf4Fsgb7DJfBAsfBApvLAvPnAu/xAgA= "
"sjow#1616","WARRIOR","  AAECAQcIkwTTxQKixwLPxwLD6gKS+AKe+AKggAMLS6ICogTeBf8Hm8ICyucCg/sCjvsCnvsCs/wCAA== "
"sjow#1616","DRUID","  AAECAbSKAwi0A94FmdMCm+gC/esCmu4C5PsC9fwCC0Bf6QHTA+QIoM0Ch84CmNICntIC29MCv/ICAA== "
"Kolento#2266","HUNTER","  AAECAR8I+AjTxQKG0wKc4gK26gLL7AKA8wLi+AILjQGXCO0Jq8IC2MICnM0C3dICi+EC4eMC8vECufgCAA== "
"Kolento#2266","ROGUE","  AAECAaIHBrQBmwWGwgKA0wLP4QLD6gIMxAGcAu0CnwPUBYYJl8EC/MECx9MC2+MC9uwC4vgCAA== "
"Kolento#2266","SHAMAN","  AAECAaoICP8F08UCnOICq+cCw+oCp+4C7/cCmfsCC4EE9QTeBf4Fsgb7DJfBAsfBApvLAvPnAu/xAgA= "
"Kolento#2266","DRUID","  AAECAbSKAwbEBsLOAq/TAo3mAvHqAo3wAgxAX+kB5AjJxwKU0gKY0gKe0gLm0wKL4QKE5gLd6wIA "
"Turna#2738","PALADIN","  AAECAZ8FBK8E/eoCnvgC4vgCDUbzBfUF+QrrwgKDxwK4xwLjywKVzgL70wLR4QLW5QK15gIA "
"Turna#2738","DRUID","  AAECAZICApnTAoTmAg5AX/0C9wPmBYUI5AigzQKHzgKY0gKe0gLb0wLX7wLi+AIA "
"Turna#2738","ROGUE","  AAECAaIHBLICrwSe+ALn+gINjALLA9QF8wX1Bd0IgcIC68IC0eECi+UCpu8Cx/gC4vgCAA== "
"Turna#2738","WARLOCK","  AAECAf0GBPcEnOIC7/ECj4IDDTCEAc4Hwgj3DJvLAvfNAp/OAvLQAtHhAofoAvT3AtP4AgA= "
"Meati#2841","PALADIN","  AAECAZ8FAq8EnvgCDkbzBfUF+QrrwgKDxwK4xwLjywKVzgL70wLR4QLW5QK15gL96gIA "
"Meati#2841","DRUID","  AAECAZICApnTAoTmAg5AX/0C9wPmBYUI5AigzQKHzgKY0gKe0gLb0wLX7wLi+AIA "
"Meati#2841","ROGUE","  AAECAaIHBrICrwT96gKe+ALH+ALn+gIMjALLA9QF8wX1Bd0IgcIC68IC0eECi+UCpu8C4vgCAA== "
"Meati#2841","SHAMAN","  AAECAaoICoEE/wXTxQKc4gKr5wLD6gKn7gKe8ALv9wKZ+wIK9QTeBf4Fsgb7DJfBAsfBApvLAvPnAu/xAgA= "
"TechnoGoose#2886","ROGUE","  AAECAaIHBK8E/eoCnvgC5/oCDYwCywPUBfMF3QiBwgKfwgLrwgLR4QKL5QKm7wLi+AL6/gIA "
"TechnoGoose#2886","DRUID","  AAECAZICCla0A8UE3gWZ0wKX6AKb6AKa7gLi+AL1/AIKQF/pAdMD5AigzQKHzgKY0gKe0gLb0wIA "
"TechnoGoose#2886","WARLOCK","  AAECAfqUAwijAfIF+wfCzgKX0wLY5QLN9AKAigMLigH7BooHtgfhB40I58sC8dAC/dACiNICy+wCAA== "
"TechnoGoose#2886","WARRIOR","  AAECAQcI3gX5DNPFApruAs3vApL4Ap74AqCAAwtLogKiBP8Hm8ICyucC4vgCg/sCjvsCnvsCs/wCAA== "
"Viper#23812","HUNTER","  AAECAR8Mlwj4CO0JxsIC08UC080ChtMCnOICtuoCy+wCgPMCoIADCY0Bq8IC2MICnM0C3dICi+EC4eMC8vECufgCAA== "
"Viper#23812","ROGUE","  AAECAaIHBrICrwSBwgLrwgLL7AKggAMMtAGMAs0DvQSbBYgHpAeGCdzRAtvjAqbvAvWAAwA= "
"Viper#23812","MAGE","  AAECAY0WCMUE08UCoM4Cws4Cm9MC8tMCo+sCoIADC03JA+wHiMECm8IClscC1eEC1+ECluQCt/ECw/gCAA== "
"Viper#23812","DRUID","  AAECAZICBIfOAsLOAq/TAvHqAg1AX+kB5AjJxwKU0gKY0gKe0gLm0wKL4QKE5gLd6wKN8AIA "
"martim#2226","SHAMAN","AAECAaoICPMF88IC08UC688CnOICw+oCp+4C7/cCC/kD9QTeBf4F68ICysMCm8sC+9MC0eEC3+kC4vgCAA=="
"martim#2226","HUNTER","AAECAR8MjQH4CO0J68IC08UChtMCnOICtuoC/eoCy+wCgPMC4vgCCZcIq8IC2MICnM0C3dICi+EC4eMC8vECufgCAA=="
"martim#2226","DRUID","AAECAZICCLQDxQTeBcLOApnTApvoAuL4AvX8AgtAX+kB0wPkCKDNAofOApjSAp7SAtvTAr/yAgA="
"martim#2226","WARRIOR","AAECAQcG+QzTxQLPxwKS+AKe+AKggAMMS6ICogTeBf8Hm8ICoscCyucC4vgCg/sCjvsCnvsCAA=="
"hunterace#2217","ROGUE","  AAECAYO6Agi0AYgFmwX8wQKGwgKA0wLP4QLD6gILxAGcAu0CnwPUBYYJl8ECx9MC2+MC9uwC4vgCAA== "
"hunterace#2217","HUNTER","  AAECAR8K+AjtCdPFApvLAobTApziArbqAsvsAoDzAuL4AgqNAZcIq8IC2MICnM0C3dICi+EC4eMC8vECufgCAA== "
"hunterace#2217","SHAMAN","  AAECAaoICIEE08UCnOICq+cCw+oCp+4C7/cCmfsCC/UE3gX+Bf8Fsgb7DJfBAsfBApvLAvPnAu/xAgA= "
"hunterace#2217","DRUID","  AAECAZICCv4BtAPeBZnTApvoAv3rApruAr/yAuT7AvX8AgpAX+kB0wPkCKDNAofOApjSAp7SAtvTAgA= "
"Pool8#2724","DRUID","  AAECAZICCLQDxQTeBZnTApvoApruAuL4AvX8AgtAX+kB0wPkCKDNAofOApjSAp7SAtvTAr/yAgA= "
"Pool8#2724","ROGUE","AAECAaIHBK8E/eoCnvgC5/oCDYwCywPUBfMF3QiBwgKfwgLrwgLR4QKL5QKm7wLi+AL6/gIA"
"Pool8#2724","WARRIOR","AAECAQcI3gX5DNPFApruAs3vApL4Ap74AqCAAwtLogKiBP8Hm8ICyucC4vgCg/sCjvsCnvsCs/wCAA== #"
"Pool8#2724","WARLOCK","  AAECAfqUAwijAfIF+wfCzgKX0wLL7ALN9AKAigMLigH7BooHtgfhB40I58sC8dAC/dACiNIC2OUCAA== "
"xBlyzes#2682","DRUID","  AAECAZICCla0A5nTApvoAv3rApruAr/yAuL4AuT7AvX8AgpAX+kB0wPkCKDNAofOApjSAp7SAtvTAgA= "
"xBlyzes#2682","ROGUE","  AAECAaIHCLQBmwX8wQKGwgKA0wLP4QLb4wLD6gILxAGcAu0CnwOIBdQFhgmXwQLH0wL27ALi+AIA "
"xBlyzes#2682","HUNTER","  AAECAYoWCvgI7QnTxQKbywKG0wKc4gK26gLL7AKA8wLi+AIKjQGXCKvCAtjCApzNAt3SAovhAuHjAvLxArn4AgA= "
"xBlyzes#2682","WARLOCK","  AAECAf0GDIoBkwGjAfIF+waKB/sHoM4Cws4Cl9MC2OcCzfQCCbYH4QeNCOfLAvHQAv3QAojSAtjlAoCKAwA= "
"Furyhunter#2166","PALADIN","  AAECAZ8FBK8EpwXrwgKe+AINRvMF+QqDxwK4xwLjywKVzgL70wLR4QLW5QK15gL96gLW/gIA "
"Furyhunter#2166","WARLOCK","  AAECAfqUAwyKAaMBogLbBswI08UCoM4Cl9MC/OUC2OcC2+kCnPgCCbYHm8IC58sC8tACiNIC2OUC6uYC6OcCgIoDAA== "
"Furyhunter#2166","WARRIOR","  AAECAQcGz8cCw+oCkvgCnvgC4vgCoIADDEuiAqIE3gX/B5vCAtPFAqLHAsrnAoP7Ao77Ap77AgA= "
"Furyhunter#2166","DRUID","  AAECAZICApnTAoTmAg5AX/0C9wPmBYUI5AigzQKHzgKY0gKe0gLb0wLX7wLi+AIA "
"Swaggermeist#2310","ROGUE","  AAECAYO6AgSyAq8EnvgC5/oCDYwCywPUBfMF9QXdCIHCAuvCAtHhAovlAqbvAsf4AuL4AgA= "
"Swaggermeist#2310","DRUID","  AAECAbSKAwKZ0wKE5gIOQF/9AvcD5gWFCOQIoM0Ch84CmNICntIC29MC1+8C4vgCAA== "
"Swaggermeist#2310","PALADIN","  AAECAYsWBK8E/eoCnvgC4vgCDUbzBfUF+QrrwgKDxwK4xwLjywKVzgL70wLR4QLW5QK15gIA "
"Swaggermeist#2310","WARLOCK","  AAECAcn1AgT3BJziAu/xAo+CAw0whAHOB8II9wybywL3zQKfzgLy0ALR4QKH6AL09wLT+AIA "
"fenomeno#21327","ROGUE","  AAECAaIHBIbCAoDTAs/hAsPqAg3EAZwC7QKfA4gFmwXUBYYJl8EC/MEC2+MC9uwC4vgCAA== "
"fenomeno#21327","DRUID","  AAECAZICCFaZ0wKb6AL96wKa7gLi+ALk+wL1/AILQF/pAd4F5AigzQKHzgKY0gKe0gLb0wK/8gIA "
"fenomeno#21327","HUNTER","  AAECAR8I+AjtCdPFAobTApziArbqAsvsAoDzAguNAZcIq8IC2MICnM0C3dICi+EC4eMC8vECufgC4vgCAA== "
"fenomeno#21327","WARLOCK","  AAECAfqUAwyTAfIF+waKB/sHoM4Cws4Cl9MC2OcCy+wCzfQC8fcCCbYH4QeNCOfLAvHQAv3QAojSAtjlAurmAgA= "
"Glasnost#2987","DRUID","  AAECAZICBMLOAq/TAo3mAvHqAg1AX+kB5AjJxwKU0gKY0gKe0gLm0wKL4QKE5gLd6wKN8AIA "
"Glasnost#2987","ROGUE","  AAECAaIHBIbCAoDTAs/hAsPqAg3EAZwC7QKfA4gFmwWGCZfBAvzBAsfTAtvjAvbsAuL4AgA= "
"Glasnost#2987","WARLOCK","  AAECAf0GDKMBogLbBswI08UC980Cl9MC6uYC2OcC2+kCnPgCgIoDCYoBtgebwgLnywLy0AKI0gLY5QLo5wLi+AIA "
"Glasnost#2987","HUNTER","  AAECAR8K+AjtCdPFApvLAobTApziArbqAsvsAoDzAuL4AgqNAZcIq8IC2MICnM0C3dICi+EC4eMC8vECufgCAA== "
"Leta#21458","PRIEST","AAECAZ/HAgLWCr7IAg74AuUE9gelCdEK0gryDPsM0cEC2MECzswCpfUCl/YCkfsCAA=="
"Leta#21458","WARLOCK","AAECAcn1AgryBYoH+wfmwgKgzgLCzgKX0wLL7ALN9ALx9wIK+wa2B+EHjQjnywLx0AL90AKI0gLY5QLq5gIA"
"Leta#21458","SHAMAN","AAECAfe5AgbeBdPFAqvnAsPqAqfuAu/3AgyBBPUE/gX/BbIG9gf7DJfBAsfBApvLAvPnAu/xAgA="
"Leta#21458","HUNTER","AAECAR8K+AjtCZvLAtPNAobTApziArbqAsvsAoDzAuL4AgqNAZcIq8IC2MICnM0C3dICi+EC4eMC8vECufgCAA=="
"RastaFish#2794","ROGUE","  AAECAaIHBrICyAOvBMrDAp74AuL4AgyMAssD1AXzBfUF3QiBwgLrwgLR4QKL5QL96gKm7wIA "
"RastaFish#2794","WARLOCK","  AAECAf0GBPcE8wWc4gKPggMNMIQBzgfCCPcMm8sCn84C8tAC0eECh+gC7/EC9PcC0/gCAA== "
"RastaFish#2794","HUNTER","  AAECAR8MxwOHBMkErgaKB5cI3dIC39IChtMCy+wCgPMCp4IDCZ4BqAK1A+sH/gyOwwKdzALj0gKL5QIA "
"RastaFish#2794","DRUID","  AAECAZICBP4BmdMChOYC4vgCDUBf/QL3A+YFhQjkCKDNAofOApjSAp7SAtvTAtfvAgA= "
"Eclipse#2834","WARLOCK","  AAECAf0GBK8E8gWc4gKPggMNMIQBzgfCCPcMm8sC980Cn84C8tAC0eECh+gC9PcC0/gCAA== "
"Eclipse#2834","PALADIN","  AAECAZ8FBK8Elc4Ci+UCnvgCDUbzBfUF+QrrwgKDxwK4xwLjywL70wLR4QLW5QK15gL96gIA "
"Eclipse#2834","ROGUE","  AAECAaIHBMgDrwT96gKe+AINjALLA9QF8wX1Bd0IgcICn8IC68IC0eECi+UCpu8C4vgCAA== "
"Eclipse#2834","DRUID","  AAECAZICApnTAoTmAg5AX/0C9wPmBYUI5AigzQKHzgKY0gKe0gLb0wLX7wLi+AIA "
"Zananananan#2601","HUNTER","  AAECAR8K+AjtCdPFApvLAobTApziArbqAsvsAtzuAoDzAgqNAZcIq8IC2MICnM0C3dICi+EC4eMC8vECufgCAA== "
"Zananananan#2601","ROGUE","  AAECAaIHBrQBmwWGwgKA0wLP4QLD6gIMxAGcAu0CnwPUBYYJl8EC/MECx9MC2+MC9uwC4vgCAA== "
"Zananananan#2601","SHAMAN","  AAECAaoICt4F/wXTxQKc4gKr5wLD6gKn7gKe8ALv9wKZ+wIKgQT1BP4Fsgb7DJfBAsfBApvLAvPnAu/xAgA= "
"Zananananan#2601","DRUID","  AAECAZICBv4BmdMCm+gC/esCmu4C5PsCDEBf6QHEBuQIoM0Ch84ClNICmNICntIC29MChOYCAA== "
"Losthead#2546","ROGUE","  AAECAaIHBK8E/eoCnvgC5/oCDYwCywPUBfMF9QXdCIHCAp/CAuvCAtHhAovlAqbvAuL4AgA= "
"Losthead#2546","DRUID","  AAECAbSKAwKZ0wKE5gIOQF/9AvcD5gWFCOQIoM0Ch84CmNICntIC29MC1+8C4vgCAA== "
"Losthead#2546","PALADIN","  AAECAZ8FAuvCAp74Ag5G8wX5CoPHArjHAuPLAvvTAtHhAtblArXmAv3qAuL4Avb9Atb+AgA= "
"Losthead#2546","WARLOCK","  AAECAfqUAwSvBJziAu/xAo+CAw0whAHOB8II9wybywL3zQKfzgLy0ALR4QKH6AL09wLT+AIA "
"ntR#1799","DRUID","  AAECAZICCv4BtAPeBZnTApvoAv3rApruAr/yAuT7AvX8AgpAX+kB0wPkCKDNAofOApjSAp7SAtvTAgA= "
"ntR#1799","SHAMAN","  AAECAaoICIEE08UCnOICq+cCw+oCp+4C7/cCmfsCC/UE3gX+Bf8Fsgb7DJfBAsfBApvLAvPnAu/xAgA= "
"ntR#1799","ROGUE","  AAECAaIHBrQBmwWGwgKA0wLP4QLD6gIMxAGcAu0CnwOIBYYJl8EC/MECx9MC2+MC9uwC4vgCAA== "
"ntR#1799","HUNTER","  AAECAR8K+AjtCdPFApvLAobTApziArbqAsvsAoDzAuL4AgqNAZcIq8IC2MICnM0C3dICi+EC4eMC8vECufgCAA== "
"Arrivider4i#2297","SHAMAN","  AAECAfe5AgzeBf8F+wzTxQKgzgKc4gKr5wLD6gKn7gKe8ALv9wKZ+wIJgQT1BP4FsgaXwQLHwQKbywLz5wLv8QIA "
"Arrivider4i#2297","WARLOCK","  AAECAf0GCIoHycICl9MCneIC2OcC2+kCnPgCgIoDC5ME9wS2B+EH58sC8tAC+NACiNICi+EC/OUC6OcCAA== "
"Arrivider4i#2297","DRUID","  AAECAZICBkCQB8nCAsLOAq/TAvHqAgxf6QHkCMnHApTSAp7SAubTAovhAoTmAt3rAo3wAo/2AgA= "
"Arrivider4i#2297","ROGUE","  AAECAYO6AgSGwgKA0wLP4QLD6gINxAGcAu0CnwOIBdQFhgmXwQL8wQLH0wLb4wL27ALi+AIA "
"iNS4NE#21840","WARLOCK","  AAECAfqUAwT3BPMFnOICj4IDDTCEAc4Hwgj3DJvLAvfNAp/OAvLQAtHhAofoAvT3AtP4AgA= "
"iNS4NE#21840","PALADIN","  AAECAZ8FBq8E68IClc4C/eoCnvgC4vgCDEbzBfkKg8cCuMcC48sC+9MC0eEC1uUCteYC9v0C1v4CAA== "
"iNS4NE#21840","ROGUE","  AAECAaIHBK8E/eoCnvgC5/oCDYwCywPUBfMF9QXdCIHCAp/CAuvCAtHhAovlAqbvAuL4AgA= "
"iNS4NE#21840","DRUID","  AAECAZICApnTAoTmAg5AX/0C9wPmBYUI5AigzQKHzgKY0gKe0gLb0wLX7wLi+AIA "
"sipiwi94#2721","PALADIN","AAECAZ8FAq8EnvgCDkbzBfUF+QrrwgKDxwK4xwLjywKVzgL70wLR4QLW5QK15gL96gIA"
"sipiwi94#2721","SHAMAN","AAECAaoICoEE/wXTxQKc4gKr5wLD6gKn7gKe8ALv9wKZ+wIK9QTeBf4Fsgb7DJfBAsfBApvLAvPnAu/xAgA="
"sipiwi94#2721","DRUID","AAECAZICApnTAoTmAg5AX/0C9wPmBYUI5AigzQKHzgKY0gKe0gLb0wLX7wLi+AIA"
"sipiwi94#2721","ROGUE","AAECAaIHBrICrwT96gKe+ALH+ALn+gIMjALLA9QF8wX1Bd0IgcIC68IC0eECi+UCpu8C4vgCAA=="
"Картошечка#2209","WARRIOR","  AAECAYwWBs/HAsPqApruApL4Ap74AqCAAwxLogKiBN4F/wfTxQKixwLK5wLi+AKD+wKO+wKe+wIA "
"Картошечка#2209","DRUID","  AAECAbSKAwpWtAPtBZnTApvoAv3rApruAr/yAuT7AvX8AgpAX+kB0wPkCKDNAofOApjSAp7SAtvTAgA= "
"Картошечка#2209","HUNTER","  AAECAYoWCN4F+wX4CNPFAobTApziArbqAoDzAguNAZcIq8IC2MICnM0C3dICi+EC4eMCy+wC8vECufgCAA== "
"Картошечка#2209","SHAMAN","  AAECAfe5AgjTxQKc4gKr5wLD6gKn7gKe8ALv9wKZ+wILgQT1BN4F/gX/BbIGl8ECx8ECm8sC8+cC7/ECAA== "
"Dimasik#21763","ROGUE","  AAECAaIHBvzBAobCAoDTAs/hAtvjAsPqAgzEAZwC7QKfA4gFmwXUBYYJl8ECx9MC9uwC4vgCAA== "
"Dimasik#21763","WARLOCK","  AAECAf0GDooBkwGjAfIF+waKB8wIoM4Cws4Cl9MC2OUC2OcCy+wCzfQCCLYH4QeNCOfLAvHQAv3QAojSAoCKAwA= "
"Dimasik#21763","DRUID","  AAECAZICBpnTAv3rApruAuL4AuT7AvX8AgxAX+kB/gHEBuQIoM0Ch84CmNICntIC29MCv/ICAA== "
"Dimasik#21763","SHAMAN","  AAECAaoIBt4F08UCq+cCw+oCp+4C7/cCDIEE9QT+Bf8Fsgb2B/sMl8ECx8ECm8sC8+cC7/ECAA== "
"Maur1#2225","SHAMAN","  AAECAaoICv4F/wXTxQLPxwLCzgLrzwKc4gLD6gKn7gLv9wIKgQT1BN4F68ICysMCm8sC+9MC0eEC3+kC4vgCAA== "
"Maur1#2225","WARLOCK","  AAECAf0GCvsG+wfMCK7NAqDOAsLOApfTAr/xAs30Aqf3AgryBYoHtgfhB40I58sC8dAC/dACiNIC2OUCAA== "
"Maur1#2225","DRUID","  AAECAZICCKIJws4CmdMCr9MC/eEC+eYC8eoC8fsCC0Bf6QH+AeQIiMECyccCoM0CntIC5tMC3esCAA== "
"Maur1#2225","HUNTER","  AAECAR8K+AjGwgLTxQLd0gKG0wKc4gK26gLL7AKA8wK5+AIKjQGXCKvCAtjCApvLApzNAtPNAovhAuHjAvLxAgA= "
"Casie#2884","HUNTER","  AAECAR8Mlwj4CO0JxsIC08UC080ChtMCnOICtuoCy+wCgPMCoIADCY0Bq8IC2MICnM0C3dICi+EC4eMC8vECufgCAA== "
"Casie#2884","ROGUE","  AAECAaIHBrICrwSBwgLrwgLL7AKggAMMtAGMAs0DvQSbBYgHpAeGCdzRAtvjAqbvAvWAAwA= "
"Casie#2884","DRUID","  AAECAZICBIfOAsLOAq/TAvHqAg1AX+kB5AjJxwKU0gKY0gKe0gLm0wKL4QKE5gLd6wKN8AIA "
"Casie#2884","MAGE","  AAECAf0ECMUE08UCoM4Cws4Cm9MC8tMCo+sCoIADC03JA+wHiMECm8IClscC1eEC1+ECluQCt/ECw/gCAA== "
"hatul#2516","PRIEST","  AAECAa0GBMUE1gqJzQKQ0wINoQTlBPYHjQjyDNHBAsnHAujQAsvmAvzqAonxAr3zAuL4AgA= "
"hatul#2516","WARRIOR","  AAECAQcMogKRA5ME/ATTxQLPxwKL4QLD6gLN7wKS+AKe+AKggAMJS6IEm8ICoscCyucCuuwCg/sCjvsCnvsCAA== "
"hatul#2516","HUNTER","  AAECAR8ExQjp0gKG0wLJ+AINjQGoArUDyQSXCNsJ3dIC39IC49IC4eMC6uMC3O4Ch/sCAA== "
"hatul#2516","DRUID","  AAECAZICBu0FmdMC/esCmu4C4vgC5PsCDEBWX+kBxAbkCKDNAofOApjSAp7SAtvTAr/yAgA= "
"fibeli3#2639","DRUID","AAECAZICBJnTAv3rApruAuT7Ag1AX+kB5AigzQKHzgKU0gKY0gKe0gLb0wKE5gK/8gLi+AIA"
"fibeli3#2639","HUNTER","AAECAR8M+wX4CO0J08UC3dIChtMCnOICtuoC/eoCy+wCgPMC4vgCCY0BlwirwgLYwgKczQKL4QLh4wLy8QK5+AIA"
"fibeli3#2639","WARLOCK","AAECAf0GCqMBigf7B6DOAqbOAsLOApfTAsvsAs30AoCKAwryBfsGtgfhB40I58sC8dAC/dACiNIC2OUCAA=="
"fibeli3#2639","SHAMAN","AAECAaoICt4F/wXTxQKc4gKr5wLD6gLL7AKn7gLv9wKZ+wIKgQT1BP4Fsgb7DJfBAsfBApvLAvPnAu/xAgA="
"Twink#21785","HUNTER","  AAECAR8I+AjJwgLTxQLTzQKG0wKc4gK26gLL7AILjQGXCO0Jq8IC2MICnM0C3dICi+EC4eMC8vECufgCAA== "
"Twink#21785","DRUID","  AAECAZICCLQDxQSZ0wKb6AL96wKa7gLk+wL1/AILQF/pAdMD5AigzQKHzgKY0gKe0gLb0wK/8gIA "
"Twink#21785","SHAMAN","  AAECAaoICvkD3gXTxQKc4gKr5wLD6gKn7gKe8ALv9wKZ+wIKgQT1BP4Fsgb7DJfBAsfBApvLAvPnAu/xAgA= "
"Twink#21785","ROGUE","  AAECAaIHBpsF/MEChsICgNMCz+ECw+oCDMQBnALtAp8DiAXUBYYJl8ECx9MC2+MC9uwC4vgCAA== "
"Seiko#2721","ROGUE","AAECAaIHBIbCAoDTAs/hAsPqAg3EAZwC7QKfA4gFmwXUBYYJl8EC/MEC2+MC9uwC4vgCAA=="
"Seiko#2721","HUNTER","  AAECAR8I+AjtCdPFAobTApziArbqAsvsAoDzAguNAZcIq8IC2MICnM0C3dICi+EC4eMC8vECufgC4vgCAA== "
"Seiko#2721","DRUID","  AAECAbSKAwhWmdMCm+gC/esCmu4C4vgC5PsC9fwCC0Bf6QHeBeQIoM0Ch84CmNICntIC29MCv/ICAA== "
"Seiko#2721","WARLOCK","  AAECAfqUAwyTAfIF+waKB/sHoM4Cws4Cl9MC2OcCy+wCzfQC8fcCCbYH4QeNCOfLAvHQAv3QAojSAtjlAurmAgA= "
"Snoodyboo#2897","WARLOCK","AAECAf0GCvsGigf7B6DOAqbOAsLOApfTAsvsAs30AoCKAwqKAfIFtgfhB40I58sC8dAC/dACiNIC2OUCAA=="
"Snoodyboo#2897","ROGUE","AAECAaIHBIbCAoDTAs/hAsPqAg20AcQBnALtAp8D1AWGCZfBAvzBAsfTAtvjAvbsAuL4AgA="
"Snoodyboo#2897","HUNTER","AAECAR8IRPgIm8sChtMCtuoCy+wCgPMC4vgCC40B+wGXCKvCAtjCApzNAt3SAovhAuHjAvLxArn4AgA="
"Snoodyboo#2897","DRUID","AAECAZICBOkBmdMChOYC4vgCDUBf/QL3A+YFhQjkCKDNAofOApjSAp7SAtvTAtfvAgA="
"ThunderUP#2264","DRUID","  AAECAZICBrQDxQSZ0wKb6AK/8gL1/AIMQF/pAdMD3gXkCKDNAofOApjSAp7SAtvTAuL4AgA= "
"ThunderUP#2264","ROGUE","  AAECAaIHAq8EnvgCDowCywPUBfMF9QXdCIHCAp/CAuvCAtHhAovlAqbvAsf4AuL4AgA= "
"ThunderUP#2264","SHAMAN","  AAECAaoIDPkD3gX/BfYH+wzTxQKr5wLD6gKn7gKe8ALv9wKZ+wIJgQT1BP4FsgaXwQLHwQKbywLz5wLv8QIA "
"ThunderUP#2264","WARLOCK","  AAECAf0GCIoH+wf4DKDOAsLOApfTAsvsAs30AguKAfIF+wa2B+EHjQjnywLx0AL90AKI0gLY5QIA "
"Moyen#21244","DRUID","  AAECAZICApnTAoTmAg5AX/0C9wPmBYUI5AigzQKHzgKY0gKe0gLb0wLX7wLi+AIA "
"Moyen#21244","HUNTER","  AAECAR8IxwOHBMkE8wWG0wLL7AKA8wKnggMLngGoArUD6weXCP4MjsMCncwC39IC49ICi+UCAA== "
"Moyen#21244","WARLOCK","  AAECAfqUAwT3zQKc4gLv8QKPggMNMIQB8wXOB8II9wybywKfzgLy0ALR4QKH6AL09wLT+AIA "
"Moyen#21244","ROGUE","  AAECAaIHBLICrwSe+ALn+gINjALLA9QF8wX1Bd0IgcIC68IC0eECi+UC/eoCpu8C4vgCAA== "
"RENMEN#2291","WARLOCK","  AAECAf0GCJMEycICl9MCneIC2OUC2OcC2+kCnPgCC4oB9wS2B+EH58sC8tAC+NACiNICi+EC/OUC6OcCAA== "
"RENMEN#2291","HUNTER","  AAECAR8I+AjTxQKG0wKc4gK26gKA8wK09gLi+AILjQGXCKvCAtjCApzNAt3SAovhAuHjAsvsAvLxArn4AgA= "
"RENMEN#2291","ROGUE","  AAECAaIHBs0D1AWGwgKA0wLP4QLD6gIMxAGcAu0CnwOIBYYJl8EC/MECx9MC2+MC9uwC4vgCAA== "
