Aslanino#2338,24,41,45,86,0,5
SSD#21860,15,25,60,85,0,0
이스티#31432,26,47,38,85,0,6
ACE#13848,16,47,38,85,0,5
Mansion#1614,25,38,47,85,0,13
with#3595,21,33,52,85,0,0
Sigge#21629,26,48,37,85,0,0
Spiral#1159,20,52,33,85,0,7
Impyyyyy#2802,30,41,43,84,0,22
米開朗基羅#4655,19,29,55,84,0,0
Sheep#3717,23,46,38,84,0,0
muffins#12234,19,54,30,84,0,17
Martyr#2146,16,54,30,84,0,59
Bordas314159#2658,22,28,56,84,0,0
Catazorx#2807,15,40,44,84,0,0
JustMo#21494,17,50,34,84,0,0
xB00M#2237,21,39,45,84,0,0
Rot#4482,20,45,39,84,0,0
makintrevor#1879,19,25,58,83,0,0
ThePenguin#1180,27,41,42,83,0,0
Ramra#2646,13,46,37,83,0,0
caioPtrick#1932,20,38,45,83,0,0
douli#2402,17,23,60,83,0,0
Joaquin#1259,22,44,38,82,0,85
Aristippe#2169,25,36,46,82,0,4
Joopiter#2242,20,38,44,82,0,0
BPM#31975,19,44,38,82,0,0
Eason#31882,21,45,37,82,0,28
SphnxManatee#1489,15,52,30,82,1,0
Franpedre#2879,18,47,35,82,0,6
HiddenDRAGON#1212,34,33,49,82,0,0
Umowoïs#2117,18,35,47,82,0,0
Wild9#11864,12,48,33,81,0,0
Toryo#2157,19,40,41,81,0,0
StPlayer#21980,19,39,42,81,0,0
RumHam#11316,21,41,40,81,0,10
Findan#2596,22,50,31,81,0,111
Henry#11289,18,39,42,81,0,20
Dpakowa#2621,16,44,36,80,0,0
ElCeroTres#1307,19,35,45,80,0,0
Sugerman#3177,29,44,36,80,0,0
kuro#11743,13,48,32,80,0,19
hoogart#1431,19,41,39,80,0,0
Charon#2766,16,50,30,80,0,73
HikigayaTai#2855,23,40,40,80,0,12
Bloodlips#2770,17,47,33,80,0,29
Typhen#1440,20,40,40,80,0,0
bouchard#4196,24,41,39,80,0,0
THJester#1446,24,38,41,79,0,0
もるもる#11104,28,28,51,79,0,0
Yachster#1382,25,40,39,79,0,0
Janetzky#2644,20,49,30,79,0,90
Kap9#1890,28,42,37,79,0,14
tsumiki#11873,20,45,34,79,0,0
台中金城武#3318,14,50,28,78,0,11
EzXarT#6135,15,49,29,78,1,20
Ryuw#21759,19,50,28,78,1,24
RikiLXC#1311,24,37,41,78,0,0
tolsimir#2193,18,41,37,78,0,0
Zetmix#2968,22,34,44,78,0,0
PLAY4FUN#1369,21,31,47,78,0,0
Majordom#2669,13,31,47,78,0,0
espumito#2633,17,46,32,78,0,60
MisTake#3151,22,37,41,78,0,0
Jenessa#1654,28,25,52,77,0,0
EROSENTINEL#1262,22,31,46,77,0,0
Scythe#22394,25,28,49,77,0,0
Fungggg#3275,26,44,33,77,0,72
GeiGei#4124,18,40,37,77,0,0
Inspire#11376,20,37,40,77,0,0
Tuliowz#1870,21,42,35,77,0,4
beelzebob#11929,33,28,49,77,0,0
Mezuky#2160,24,33,44,77,0,0
Simka#21637,22,36,41,77,0,0
MJtheWinner#1202,17,40,37,77,0,0
용이#32987,14,34,43,77,0,13
Srouc#1630,26,41,36,77,0,11
Lezzemos#1804,27,36,40,76,0,0
Niamos#2773,22,35,41,76,0,0
Arthur#41913,20,37,39,76,0,0
Ripper#1894,38,15,61,76,0,0
CheeseHead#2178,13,51,25,76,1,48
TheWharphd#2976,18,37,39,76,0,0
Blackspace#3336,13,51,25,76,0,14
RaxZergling#1989,19,34,42,76,0,5
Casisto#1350,22,22,54,76,0,0
SololoS#3879,27,40,36,76,0,0
Coookiemonst#1531,15,49,26,75,0,30
En1gma#21477,23,45,30,75,0,0
Trixter#1967,12,40,35,75,0,0
Rayleigh#1602,18,31,44,75,0,0
Serge#2808,12,30,45,75,0,0
Maricochet#2528,18,45,30,75,0,9
Darkstrike#21392,16,45,30,75,0,6
lucifer1983#2289,15,29,46,75,0,0
petesaf#2921,15,47,27,74,0,0
Zotta#1304,21,39,35,74,0,0
Papass#21331,23,34,40,74,0,0
Janos#2399,14,48,26,74,0,16
Zeh#1472,12,54,20,74,1,44
Cherry#12612,25,30,44,74,0,0
Privix#1150,25,32,42,74,0,0
Phil#11187,22,42,32,74,0,19
Hansil#3471,27,35,39,74,0,0
cayen18#21442,19,28,46,74,0,0
Bloodgrip#2146,18,34,40,74,0,0
Karthi#1793,15,39,34,73,1,0
Borosan#2957,22,29,44,73,0,0
JhenRs#1884,17,44,29,73,0,0
Chaos1111#1821,18,39,34,73,0,0
Khashayar#21834,21,39,34,73,0,0
OrcMalade#2198,18,44,29,73,0,32
MCweifu#4734,17,45,28,73,0,95
JUIEnCHIU#3814,16,30,43,73,0,0
RevErieLing#3475,21,28,45,73,0,0
Starfruit#1658,19,46,27,73,0,55
Guidudragne#2625,12,35,38,73,0,0
goodis0#1125,17,42,31,73,1,4
Paljuha#2621,12,54,19,73,1,17
Eógan#21802,17,43,30,73,0,0
zigrifon#2754,15,31,41,72,0,0
Bakuman#2668,16,33,39,72,0,0
Yophs#1194,19,37,35,72,0,0
Thuggy#21359,15,42,30,72,0,5
PsychoD#21885,14,46,26,72,1,0
TaimGin#2832,14,32,40,72,0,0
VeniVidiVici#1191,26,34,38,72,0,0
k1ngkong#1749,20,38,34,72,0,21
pilou#2926,19,41,31,72,1,31
Crash#21628,18,33,39,72,0,11
Ares#22319,15,38,34,72,0,39
Argent#11448,30,5,67,72,0,0
Royal#1750,25,30,42,72,0,0
DevilMat#21846,16,46,26,72,1,55
Same#21229,20,34,38,72,0,0
Faceopei#2141,13,55,17,72,1,39
Mael#2610,19,38,33,71,0,9
Luker#11812,15,46,25,71,1,28
Wenture1892#2426,21,32,39,71,0,0
CakeEater#11323,21,29,42,71,0,0
AndyDeany#2352,19,32,39,71,0,0
GoatDude#1934,18,37,34,71,0,6
Firkz#1744,20,41,30,71,0,0
JSM#1662,21,34,37,71,0,6
Hit#21204,12,33,37,70,0,5
Gasbierre#2398,14,44,26,70,0,0
Khaius#11976,24,35,35,70,0,46
J4CKIECHAN#2992,16,37,33,70,0,20
NimatiV#11706,18,38,32,70,0,0
garubor#1980,20,32,38,70,0,39
Rony#11815,21,34,36,70,0,0
Zukys#1150,14,38,32,70,0,0
Meliador#2934,14,44,26,70,1,71
hypeRR#2824,17,37,33,70,0,0
Messer#2164,15,42,28,70,0,0
Xin#2535,12,35,35,70,0,0
Beacze#2108,13,17,52,69,0,0
Rosslerouge#1454,12,29,40,69,0,4
SCACC#2315,11,48,21,69,1,87
Flasch#2465,16,39,30,69,0,24
robwc000#1581,32,24,45,69,0,0
Oki9155#2623,16,37,32,69,0,12
Brandolfski#1960,27,29,40,69,0,0
INFERNUS#1354,26,30,39,69,0,0
Cesky#1927,19,42,27,69,0,64
Morctorcus#1517,16,38,30,68,0,0
RaFaEl#31138,16,37,31,68,0,47
RealTerror#1827,13,41,27,68,0,35
Amlaith#2818,18,39,29,68,0,0
KJB#21942,21,32,36,68,0,0
Thomm#1591,11,47,21,68,0,56
MKgeeKz#2283,24,24,44,68,0,0
Frozenz#2661,26,28,40,68,0,0
