Wreckloose#1413,24,37,89,0.4157
goodwill#21810,73,36,143,0.2517
Newgate#1648,35,36,91,0.3956
매매매#3693,28,36,91,0.3956
Aristippe#2169,25,36,82,0.4390
jason#41582,35,35,118,0.2966
BouncyKnight#253734,30,35,118,0.2966
Umowoïs#2117,18,35,82,0.4268
awowa#1497,38,34,97,0.3505
WetNoodle#1138,22,34,99,0.3434
Nextrisity#3524,48,33,114,0.2895
HiddenDRAGON#1212,34,33,82,0.4024
Vector#2362,24,33,105,0.3143
with#3595,21,33,85,0.3882
Anderson#13870,43,30,90,0.3333
米開朗基羅#4655,19,29,84,0.3452
Bordas314159#2658,22,28,84,0.3333
Abe#1810,20,26,89,0.2921
masterTe0#2598,43,25,113,0.2212
makintrevor#1879,19,25,83,0.3012
SSD#21860,15,25,85,0.2941
Crincrin#2427,27,23,89,0.2584
douli#2402,17,23,83,0.2771
Bloedrad#2341,34,20,87,0.2299
ignite,36,91,157,57
