2018 Asia-Pacific Summer Playoffs Deck lists,,
Copy deck code into the Hearthstone Client to view,,
Note: This list is provided a courtesy. Battlefy is considered the source of truth for deck lists for this tournament.,,
Battletag,Class,Deck code
MATSURI#1423,warlock,AAECAf0GCKICigfECMwIl9MC2OcCt/ECnPgCC9sGtgebwgLnywLy0AL40AKI0gLY5QL85QLq5gLo5wIA #
Akumaker#1576,warlock,AAECAf0GBpME2wbJwgKX0wLb6QKc+AIMigH3BLYHm8IC58sC8tAC+NACiNICi+EC/OUC6uYC6OcCAA==
Akumaker#1576,rogue,AAECAaIHBJsFhsICz+ECw+oCDcQBnALtAp8DiAXUBYYJl8EC/MEC68ICx9MC2+MC9uwCAA==
Akumaker#1576,paladin,AAECAZ8FBrnBAsLOArfpAvbsAs30Auv3Agz7AZkC3AP0BZYGzwavB9kHsQiWCZvLAvjSAgA=
Akumaker#1576,shaman,AAECAaoIBCDCzgKe8ALN9AINvQHTAfsFlgbAB9kH8AeRwQKswgKbywKmzgKU7wKw8AIA
Mage#1642,druid,AAECAZ8FCJkC7QWKB9kHucECws4Ct+kCzfQCC/sB3APyBfQFlgbPBq8HsQiWCZvLAvjSAgA=
Mage#1642,warlock,AAECAZICCK8EtAXeBcrLAsLOApnTApziAtDnAgvyBZfBAp/CAuvCApvLAofOApHQAtHhAvnmAtfrAovuAgA=
Mage#1642,paladin,AAECAf0GBvIFycICl9MCneIC2+kCnPgCDIoBkwT3BLYH4QfnywLy0AL40AKI0gKL4QL85QLo5wIA
Mage#1642,rogue,AAECAYO6AgaKB4bCAoDTAs/hAt/jAsPqAgzEAZwC7QKfA4gF1AWGCZfBAvzBAsfTAtvjAvbsAgA=
무에서유창조#3999,warlock,AAECAf0GCJME8gXJwgKX0wKd4gLq5gLb6QKc+AILigH3BLYH4QfnywLy0AL40AKI0gKL4QL85QLo5wIA
무에서유창조#3999,druid,AAECAZICCLQF3gXKwwLKywLCzgKZ0wKc4gLQ5wIL8gWXwQKfwgLrwgKbywKHzgKR0ALR4QL55gLX6wKL7gIA
무에서유창조#3999,paladin,AAECAZ8FBIoHucECt+kCzfQCDfsBmQLcA/IF9AWWBs8GrwfZB7EIlgmbywL40gIA
무에서유창조#3999,rogue,AAECAaIHBqICyAOvBMrDAsrLAp74AgyMAssD1AX1Bd0IgcICn8IC68IC0eECi+UCpu8Cx/gCAA==
XiaoDai#3807,paladin,AAECAZ8FBNkHucECt+kCzfQCDfsBmQLcA/IF9AWWBs8GigevB7EIlgmbywL40gIA
XiaoDai#3807,druid,AAECAZICCLQF3gXKwwLKywLCzgKZ0wKc4gLQ5wIL8gWXwQKfwgLrwgKbywKHzgKR0ALR4QL55gLX6wKL7gIA
XiaoDai#3807,warlock,AAECAf0GBvIFycICl9MCneIC2+kCnPgCDIoBkwT3BLYH4QfnywLy0AL40AKI0gKL4QL85QLo5wIA
XiaoDai#3807,rogue,AAECAaIHBMgDrwSvwgKe+AINjAKiAssD1AX1Bd0IgcICn8IC68IC0eECi+UCpu8Cx/gCAA==
okasinnsuke#1294,mage,AAECAf0EBKsEvwii0wK+7AINcbsClQO0BOYElgXsBZYGwcECmMQCj9MC++wC7/ECAA==
okasinnsuke#1294,druid,AAECAZICBrQFyssCws4CmdMCnOIC0OcCDN4F8gWXwQKfwgLrwgKbywKHzgKR0ALR4QL55gLX6wKL7gIA
okasinnsuke#1294,paladin,AAECAZ8FBpkCige5wQK35wK36QLN9AIM+wHcA/IF9AWWBs8GrwexCJYJm8sC+NIC6uYCAA==
okasinnsuke#1294,rogue,AAECAYO6AgbNA4bCAoDTAs/hAtvjAsPqAgzEAZwC7QKfA4gF1AWGCZfBAvzBAuvCAsbHAvbsAgA=
Machamp#1278,warlock,AAECAf0GBMnCApfTAtvpApz4Ag2KAfcEtgebwgLnywLy0AL40AKI0gKL4QLY5QL85QLq5gLo5wIA
Machamp#1278,shaman,AAECAaoIBCDCzgKn7gLN9AINvQHTAZkC2QfwB7EIkcECrMICm8sClugC9uwClO8CsPACAA==
Machamp#1278,paladin,AAECAZ8FBtkHucECt+cCt+kC9uwCzfQCDPsBmQLcA/QFlgbPBq8HsQiWCdnHApvLAvjSAgA=
Machamp#1278,rogue,AAECAaIHBsgDywOvBOUHyssCnvgCDIwC1AX1Bd0IgcICn8IC68ICysMC0eECi+UCpu8Cx/gCAA==
DacMalza#3886,warlock,AAECAf0GBvIFycICl9MCneIC2+kCnPgCDIoBkwT3BLYH4QfnywLy0AL40AKI0gKL4QL85QLo5wIA
DacMalza#3886,paladin,AAECAaToAgaZAooHucECws4Ct+kCzfQCDPsB3APyBfQFlgbPBq8H2QexCJYJm8sC+NICAA==
DacMalza#3886,rogue,AAECAaIHBs0DigeGwgKA0wLP4QLD6gIMxAGcAu0CnwOIBdQFhgmXwQL8wQLH0wLb4wL27AIA
DacMalza#3886,druid,AAECAbSKAwi0Bd4FyssCws4CmdMCnOIC0OcC/eoCC/IFl8ECn8IC68ICm8sCh84CkdAC0eEC+eYC1+sCi+4CAA==
내게로와#3844,paladin,AAECAaToAgSKB7nBArfpAs30Ag37AZkC3APyBfQFlgbPBq8HsQiWCZvLAvjSAurmAgA=
내게로와#3844,warlock,AAECAf0GCKICkwTTxQKX0wLY5QLY5wK38QKc+AILigHbBrYHm8IC58sC8tAC+NACiNIC/OUC6uYC6OcCAA==
내게로와#3844,priest,AAECAa0GCJACxQSQB9UK1gr7DKDOApDTAguhBOUE9geNCPIM0cECyccC6NACy+YC/OoCvfMCAA==
내게로와#3844,rogue,AAECAaIHBIbCAsbHAs/hAsPqAg3EAZwC7QKfA4gF1AWGCZfBAvzBAuvCAsfTAtvjAvbsAgA=
承泰不要#4797,paladin,AAECAf0GCPIFigfJwgKX0wKd4gLq5gLb6QKc+AILkwT3BLYH4QfnywLy0AL40AKI0gKL4QL85QLo5wIA
承泰不要#4797,warlock,AAECAZ8FBNkHucECt+kCzfQCDfsBmQLcA/IF9AWWBs8GigevB7EIlgmbywL40gIA
承泰不要#4797,rogue,AAECAYO6AgaGwgLGxwKA0wLP4QLb4wLD6gIMxAGcAu0CnwOIBdQFhgmXwQL8wQLrwgLH0wL27AIA
承泰不要#4797,druid,AAECAbSKAwi0BdPFAsrLAsLOApHQApnTApziAtDnAgveBfIFl8ECn8IC68ICm8sCh84C0eEC+eYC1+sCi+4CAA==
KiRu#31619,rogue,AAECAaIHBqICyAOvBMrDAsrLAp74AgyMAssD1AX1Bd0IgcICn8IC68IC0eECi+UCpu8Cx/gCAA==
KiRu#31619,warlock,AAECAcn1AgbyBcnCApfTAp3iAtvpApz4AgyKAZME9wS2B+EH58sC8tAC+NACiNICi+EC/OUC6OcCAA==
KiRu#31619,paladin,AAECAZ8FBIoHucECt+kCzfQCDfsBmQLcA/IF9AWWBs8GrwfZB7EIlgmbywL40gIA
KiRu#31619,druid,AAECAZICCLQF3gXKwwLKywLCzgKZ0wKc4gLQ5wIL8gWXwQKfwgLrwgKbywKHzgKR0ALR4QL55gLX6wKL7gIA
oyatsu#11568,warlock,AAECAcn1AgqKAZME8gWKB8nCApfTAp3iAurmAtvpApz4Agr3BLYH4QfnywLy0AL40AKI0gKL4QL85QLo5wIA
oyatsu#11568,druid,AAECAbSKAwi0BZ/CAtPFAsrLAsLOApnTApziAtDnAgveBfIFl8EC68ICm8sCh84CkdAC0eEC+eYC1+sCi+4CAA==
oyatsu#11568,mage,AAECAY0WBJYGvwii0wK+7AINcbsClQOrBLQE5gSWBewFwcECmMQCj9MC++wC7/ECAA==
oyatsu#11568,paladin,AAECAaToAgTZB7nBArfpAs30Ag37AZkC3APyBfQFlgbPBooHrwexCJYJm8sC+NICAA==
Sooni#31863,priest,AAECAa0GCsUE0wrVCtYK+wzKwwLTxQKgzgKQ0wKJ8QIKoQTlBPYHjQjyDNHBAsnHAujQAsvmAr3zAgA=
Sooni#31863,paladin,AAECAZ8FBIoHucECt+kCzfQCDfsBmQLcA/IF9AWWBs8GrwfZB7EIlgmbywL40gIA
Sooni#31863,warrior,AAECAQcM0AKRA5AH+Qz7DNHDAtPFAqLHAs/HApruAs3vAp74AglLogKiBPwE/webwgLK5wK67AKd8AIA
Sooni#31863,warlock,AAECAf0GCKIC2waKB8QIl9MC2OcCt/ECnPgCC4oBtgebwgLnywLy0AL40AKI0gLY5QL85QLq5gLo5wIA
Disdai#1645,paladin,AAECAZ8FBIoHucECt+kCzfQCDfsBmQLcA/IF9AWWBs8GrwexCJYJm8sC+NIC6uYCAA==
Disdai#1645,druid,AAECAZICCLQF3gXKywLCzgKZ0wKc4gKL5QLQ5wIL8gWXwQKfwgLrwgLKwwKbywKHzgKR0ALR4QL55gLX6wIA
Disdai#1645,warlock,AAECAf0GCqIC2waKB8QIzAiX0wLY5QLY5wK38QKc+AIKigG2B5vCAufLAvLQAvjQAojSAvzlAurmAujnAgA=
Disdai#1645,priest,AAECAa0GCMUEkAfTCtUK1gr7DKDOApDTAguhBOUE9geNCPIM0cECysMCyccC6NACy+YCvfMCAA==
DacCarp#3361,shaman,AAECAaoIBiCKB8LOAvbsAqfuAs30AgzTAZkC+wX+BcAH2QfwB7EIkcECm8sClugClO8CAA==
DacCarp#3361,warlock,AAECAf0GCJME8gWKB8nCApfTAp3iAtvpApz4AguKAfcEtgfhB+fLAvLQAvjQAojSAovhAvzlAujnAgA=
DacCarp#3361,rogue,AAECAYO6AgSiAq8EyssCnvgCDYwCywPUBfUF3QiBwgKfwgLrwgLKwwLR4QKL5QKm7wLH+AIA
DacCarp#3361,paladin,AAECAaToAgSKB7nBArfpAs30Ag37AZkC3APyBfQFlgbPBq8H2QexCJYJm8sC+NICAA==
Heaven#12774,warlock,AAECAf0GBsnCApfTAtjlAurmAtvpApz4AgyKAfcEtgfhB5vCAufLAvLQAvjQAojSAovhAvzlAujnAgA=
Heaven#12774,rogue,AAECAaIHBobCAsbHAoDTAs/hAtvjAsPqAgzEAZwC7QKfA4gF1AWGCZfBAvzBAuvCAsfTAvbsAgA=
Heaven#12774,druid,AAECAZICCrQF3gXKwwLTxQKgzgKZ0wKc4gLQ5wL96gKL7gIK8gWXwQLrwgKbywLKywKHzgKR0ALR4QL55gLX6wIA
Heaven#12774,paladin,AAECAaToAgSKB7nBArfpAs30Ag37AZkC3APyBfQFlgbPBq8H2QexCJYJm8sC+NICAA==
Asura#41638,warlock,AAECAcn1AgqiApME2waKB8QIzAiX0wLY5wK38QKc+AIKigG2B5vCAufLAvLQAvjQAojSAvzlAurmAujnAgA=
Asura#41638,priest,AAECAa0GBsUE0wrVCtPFAsnHApDTAgyhBOUE9geNCNYK8gz7DNHBAujQAsvmAonxAr3zAgA=
Asura#41638,paladin,AAECAZ8FBpkC2Qe5wQK36QKd7ALN9AIM+wHcA/IF9AWWBs8GigevB7EIlgmbywL40gIA
Asura#41638,druid,AAECAZICCLQF3gWfwgLKwwLKywKZ0wKc4gKL7gIL8gWXwQLrwgKbywKHzgKR0ALR4QKL5QL55gLQ5wLX6wIA
Ohdollar#3512,paladin,AAECAYsWBLnBArfnArfpAs30Ag37AZkC3AP0BZYGzwavB7EIlgnZxwKbywL40gLq5gIA
Ohdollar#3512,priest,AAECAa0GBMUEpQnVCpDTAg2QAqEE5QT2B40I8gz7DNHBAsnHAujQAsvmAvzqAr3zAgA=
Ohdollar#3512,rogue,AAECAYO6AgSvBK/CAu/zAp74Ag2MAssD1AX1Bd0IgcICn8IC68ICyssC0eECi+UCpu8Cx/gCAA==
Ohdollar#3512,druid,AAECAZICCN4F8gXKywLCzgKZ0wKc4gKL5QLQ5wILtAWXwQKfwgLrwgKbywKHzgKR0ALR4QL55gLX6wKL7gIA
cocosasa#3734,druid,AAECAZICCJMErwTeBZAHws4CmdMCnOIC0OcCC/IFl8ECn8IC68ICysMCm8sCh84C0eEC+eYC1+sCi+4CAA==
cocosasa#3734,warlock,AAECAf0GBsnCApfTAp3iAurmAtvpApz4AgyKAZME9wS2B+EH58sC8tAC+NACiNICi+EC/OUC6OcCAA==
cocosasa#3734,paladin,AAECAZ8FBIoHucECt+kCzfQCDfsBmQLcA/IF9AWWBs8GrwexCJYJm8sC+NIC6uYCAA==
cocosasa#3734,rogue,AAECAaIHBKICyAOvBJ74Ag2MAssD1AX1Bd0IgcICn8IC68ICysMCyssC0eECi+UCpu8CAA==
DacGyong#3539,druid,AAECAZICCLQF08UCyssCws4CmdMCnOIC0OcCi+4CC94F8gWXwQKfwgLrwgKbywKHzgKR0ALR4QL55gLX6wIA
DacGyong#3539,paladin,AAECAZ8FBJkCucECt+kCzfQCDfsB3APyBfQFlgbPBooHrwfZB7EIlgmbywL40gIA
DacGyong#3539,warlock,AAECAf0GBsQIycICl9MCneIC2+kCnPgCDIoBkwT3BLYH4QfnywLy0AL40AKI0gKL4QL85QLo5wIA
DacGyong#3539,rogue,AAECAaIHArICrwQOtAGMAs0DvQSbBYgHpAfdCIYJgcIC68IC3NEC2+MCpu8CAA==
코둘기#31486,paladin,AAECAZ8FBIoHucECt+kCzfQCDfsBmQLcA/IF9AWWBs8GrwexCJYJm8sC+NIC6uYCAA==
코둘기#31486,rogue,AAECAaIHBs0DhsICgNMCz+EC2+MCw+oCDMQBnALtAp8DiAXUBYYJl8EC/MEC68ICxscC9uwCAA==
코둘기#31486,druid,AAECAZICCLQF3gWvwgLTxQLCzgKZ0wKc4gLQ5wIL8gWXwQKfwgLrwgKbywKHzgKR0ALR4QL55gLX6wKL7gIA
코둘기#31486,warlock,AAECAf0GCPIFigfJwgKX0wKd4gLq5gLb6QKc+AILkwT3BLYH4QfnywLy0AL40AKI0gKL4QL85QLo5wIA
거북이#3381,paladin,AAECAZ8FBqQD3AOKB7nBArfpAs30Agz7AZkC8gX0BZYGzwavB7EIlgmbywL40gLq5gIA
거북이#3381,warlock,AAECAf0GCPIFigfJwgLnywKX0wKd4gLb6QKc+AILigGTBPcEtgfhB/LQAvjQAojSAovhAvzlAujnAgA=
거북이#3381,rogue,AAECAYO6AgSiAq8EyssCnvgCDYwCywPUBfUF3QiBwgKfwgLrwgLKwwLR4QKL5QKm7wLH+AIA
거북이#3381,shaman,AAECAfe5AgYgigfCzgL27AKn7gLN9AIM0wGZAvsF/gXAB9kH8AexCJHBApvLApboApTvAgA=
Srouc#1630,paladin,AAECAaToAgTZB7nBArfpAs30Ag37AZkC3APyBfQFlgbPBooHrwexCJYJm8sC+NICAA==
Srouc#1630,druid,AAECAbSKAwa0BcrLAsLOApnTApziAtDnAgzeBfIFl8ECn8IC68ICm8sCh84CkdAC0eEC+eYC1+sCi+4CAA==
Srouc#1630,warlock,AAECAcn1AgjyBYoHycICl9MCneIC6uYC2+kCnPgCC5ME9wS2B+EH58sC8tAC+NACiNICi+EC/OUC6OcCAA==
Srouc#1630,rogue,AAECAYO6AgSGwgLGxwLP4QLD6gINxAGcAu0CnwOIBdQFhgmXwQL8wQLrwgLH0wLb4wL27AIA
ABS0L#3333,hunter,AAECAR8EhwTtBunSAobTAg2NAagCtQPJBJcI2wn+DIbDAt3SAt/SAuPSAuHjAurjAgA=
ABS0L#3333,warlock,AAECAcn1AgjyBYoHycICl9MCneIC6uYC2+kCnPgCC5ME9wS2B+EH58sC8tAC+NACiNICi+EC/OUC6OcCAA==
ABS0L#3333,paladin,AAECAYsWBIoHucECt+kCzfQCDfsBmQLcA/IF9AWWBs8GrwexCJYJm8sC+NIC6uYCAA==
ABS0L#3333,druid,AAECAbSKAwqvBLQF3gWfwgLTxQLKywLCzgKZ0wKc4gLQ5wIK8gWXwQLrwgKbywKHzgKR0ALR4QL55gLX6wKL7gIA
glory#1145,priest,AAECAZ8FBLnBArfnArfpAs30Ag37AZkC3APyBfQFlgbPBq8HsQiWCZvLAvjSAurmAgA=
glory#1145,shaman,AAECAf0GCKIC2wbECNPFAsLOApfTArfxApz4AguKAbYHm8IC58sC8tAC+NACiNIC2OUC/OUC6uYC6OcCAA==
glory#1145,warlock,AAECAa0GBsUEpQnTCtUK08UCkNMCDKEE5QT2B40I8gz7DNHBAsnHAujQAsvmAonxAr3zAgA=
glory#1145,paladin,AAECAaoICCCZAv4FigfAB8LOAqfuAs30AgvTAfsFqwbZB/AHkcECm8sClugC9uwClO8CsPACAA==
물리왕#3759,warlock,AAECAcn1AgqKAZME8gWKB8nCApfTAp3iAurmAtvpApz4Agr3BLYH4QfnywLy0AL40AKI0gKL4QL85QLo5wIA
물리왕#3759,paladin,AAECAaToAgaKB9kHucEC6uYCt+kCzfQCDPsBmQLcA/IF9AWWBs8GrwexCJYJm8sC+NICAA==
물리왕#3759,rogue,AAECAaIHBs0DhsICgNMCz+EC2+MCw+oCDMQBnALtAp8DiAXUBYYJl8EC/MEC68ICxscC9uwCAA==
물리왕#3759,druid,AAECAZICCrQF3gXKwwLTxQLKywLCzgKR0AKZ0wKc4gLQ5wIK8gWXwQKfwgLrwgKbywKHzgLR4QL55gLX6wKL7gIA
あれっくす#1199,rogue,AAECAaoIBCDCzgKn7gLN9AINvQHTAZkC2QfwB7EIkcECrMICm8sClugC9uwClO8CsPACAA==
あれっくす#1199,shaman,AAECAaIHBsgDywOvBOUHyssCnvgCDIwC1AX1Bd0IgcICn8IC68ICysMC0eECi+UCpu8Cx/gCAA==
あれっくす#1199,warlock,AAECAcn1AgbJwgLTxQKX0wLY5QLb6QKc+AIMigH3BLYHm8IC58sC8tAC+NACiNICi+EC/OUC6uYC6OcCAA==
あれっくす#1199,paladin,AAECAZ8FBtkHucECt+cCt+kC9uwCzfQCDPsBmQLcA/QFlgbPBq8HsQiWCdnHApvLAvjSAgA=
Sequinox#1869,rogue,AAECAaIHBs0DmwWGwgKA0wLP4QLD6gIMxAGcAu0CnwOIBdQFhgmXwQL8wQLH0wLb4wL27AIA
Sequinox#1869,paladin,AAECAZ8FCJkC7QWKB7nBAsLOArfpAvbsAs30Agv7AdwD8gX0BZYGzwavB7EIlgmbywL40gIA
Sequinox#1869,warlock,AAECAf0GBvIFycICl9MCneIC2+kCnPgCDIoBkwT3BLYH4QfnywLy0AL40AKI0gKL4QL85QLo5wIA
Sequinox#1869,priest,AAECAZ/HAgiQAsUEkAfVCtYK+wygzgKQ0wILoQTlBPYHjQjyDNHBAsnHAujQAsvmAvzqAr3zAgA=
DacRyvius#3965,warlock,AAECAf0GBqIC08UCj8cCl9MC2OcCnPgCDIoB2wa2B5vCAufLAvLQAvjQAojSAtjlAvzlAurmAujnAgA=
DacRyvius#3965,paladin,AAECAZ8FCJkCpAP0BbnBAsLOAurmArfpAs30Agv7AdwD8gWWBs8GigevB7EIlgmbywL40gIA
DacRyvius#3965,mage,AAECAf0EBNACxQTCzgKb0wINTZwCyQPsB5vCAtPFApbHAtfhApbkAurmAr7sAqbwArfxAgA=
DacRyvius#3965,priest,AAECAa0GBsUE0wrVCtYKysMCkNMCDKEE5QT2B40I8gz7DNHBAsnHAujQAsvmAu/xAr3zAgA=
Piyobot#1837,rogue,AAECAaIHBKICsgKvBJ74Ag2MAssD1AX1Bd0IgcICn8IC68ICysMCyssC0eECi+UCpu8CAA==
Piyobot#1837,warlock,AAECAf0GCIoB8gXJwgKX0wKd4gLq5gLb6QKc+AILkwT3BLYH4QfnywLy0AL40AKI0gKL4QL85QLo5wIA
Piyobot#1837,paladin,AAECAZ8FBIoHucECt+kCzfQCDfsBmQLcA/IF9AWWBs8GrwfZB7EIlgmbywL40gIA
Piyobot#1837,druid,AAECAZICCK8EtAXeBcrLAsLOApnTApziAtDnAgvyBZfBAp/CAuvCApvLAofOApHQAtHhAvnmAtfrAovuAgA=
Rolle#1797,paladin,AAECAZ8FBNkHucECt+kCzfQCDfsBmQLcA/IF9AWWBs8GigevB7EIlgmbywL40gIA
Rolle#1797,warlock,AAECAf0GDKMBogKTBNsGigfECJfTAtjlAurmAtjnArfxApz4AgmKAbYHm8IC58sC8tAC+NACiNIC/OUC6OcCAA==
Rolle#1797,warrior,AAECAQcO0AKRA5MEqgaQB/kM0cMC08UCoscCz8cCmu4Cze8CnfACnvgCCEuiAqIE/AT/B5vCAsrnArrsAgA=
Rolle#1797,priest,AAECAa0GCJACxQSQB9UK1gr7DKDOApDTAguhBOUE9geNCPIM0cECyccC6NACy+YC/OoCvfMCAA==
