"battletag","class","deckstring"
"killinallday#1537","WARLOCK","AAECAf0GCpMB8gWKB/sHws4Cl9MC6uYC2OcCy+wCzfQCCooB+wa2B+EHjQjnywLx0AL90AKI0gLY5QIA"
"killinallday#1537","ROGUE","AAECAaIHBogFhsICgNMCz+EC2+MCw+oCDMQBnALtAp8DmwXUBYYJl8EC/MECx9MC9uwC4vgCAA=="
"killinallday#1537","SHAMAN","AAECAaoICP8F08UCnOICq+cCw+oCp+4C7/cCmfsCC4EE9QTeBf4Fsgb7DJfBAsfBApvLAvPnAu/xAgA="
"killinallday#1537","DRUID","AAECAZICBPcDm8sCmdMC9fwCDUBf/QLmBeQIoM0Ch84CjtACmNICntIC29MC1+8C4vgCAA=="
"Cydonia#1958","WARRIOR","AAECAQcMkwT8BN4F/wf5DNPFAs/HAsPqApruApL4Ap74AqCAAwlLogKiBJvCAqLHAsrnAoP7Ao77Ap77AgA="
"Cydonia#1958","DRUID","AAECAZICApnTAvX8Ag5AX/0C5gXkCJvLAqDNAofOAo7QApjSAp7SAtvTAtfvAuL4AgA="
"Cydonia#1958","SHAMAN","AAECAfe5Agr/BfsM08UCnOICq+cCw+oCp+4CnvAC7/cCmfsCCoEE9QTeBf4FsgaXwQLHwQKbywLz5wLv8QIA"
"Cydonia#1958","WARLOCK","AAECAfqUAwaKB6DOAqbOAsLOApfTAs30AgzyBfsGtgfhB/sHjQjnywLx0AL90AKI0gLY5QLq5gIA"
"Monsanto#1657","DRUID","AAECAZICCFa0A8UEws4CmdMCm+gC4vgC9fwCC0Bf6QHTA+QIoM0Ch84CmNICntIC29MCv/ICAA=="
"Monsanto#1657","ROGUE","AAECAaIHBPzBAobCAoDTAs/hAg3EAZwC7QKfA4gFmwXUBYYJl8ECx9MC2+MC9uwC4vgCAA=="
"Monsanto#1657","WARLOCK","AAECAcn1AgjyBfsH+AygzgKmzgLCzgKX0wLN9AIL+waKB7YH4QeNCOfLAvHQAv3QAojSAtjlAurmAgA="
"Monsanto#1657","MAGE","AAECAf0EBHG/wQKi0wLu9gINuwKVA6sEtATmBJYF7AXBwQKYxAKP0wL77AKV/wK5/wIA"
"zalae#1766","DRUID","AAECAZICApnTAvX8Ag5AX/0C5gXkCMrDApvLAqDNAofOAo7QAp7SAtvTAtfvAuL4AgA="
"zalae#1766","ROGUE","AAECAaIHBogFhsICgNMCz+EC2+MCw+oCDMQBnALtAp8DmwXUBYYJl8EC/MECm8sC9uwC4vgCAA=="
"zalae#1766","WARRIOR","AAECAQcIogK4A94F08MC08UCz8cCnvgCoIADC0uiBP8Hm8ICysMCoscCyucCquwC4vgCjvsCnvsCAA=="
"zalae#1766","WARLOCK","AAECAfqUAwbyBaDOAqbOAsLOApfTAs30Agz7BooHtgfhB/sHjQjnywLx0AL90AKI0gLY5QLq5gIA"
"Pal#1255","WARRIOR","AAECAQcKogKRA5ME08UCz8cCw+oCze8CkvgCnvgCoIADCkuiBJvCAqLHAsrnArrsAp3wAoP7Ao77Ap77AgA="
"Pal#1255","PALADIN","AAECAZ8FBq8EpwX5CuvCAv3qAp74AgxG8wWDxwK4xwLjywL70wLR4QLW5QK15gLi+AL2/QLW/gIA"
"Pal#1255","DRUID","AAECAZICApnTAoTmAg5AX/0C9wPmBYUI5AigzQKHzgKY0gKe0gLb0wLX7wLi+AIA"
"Pal#1255","ROGUE","AAECAaIHBK8E/eoCnvgC5/oCDYwCywPUBfMF9QXdCIHCAp/CAuvCAtHhAovlAqbvAuL4AgA="
"villain#1999","WARLOCK","AAECAf0GCqMB8gWKB/sHoM4Cps4Cws4Cl9MCy+wCzfQCCooB+wa2B+EHjQjnywLx0AL90AKI0gLY5QIA"
"villain#1999","PRIEST","AAECAa0GBsUE1QrWCvsMic0CkNMCDJACoQTlBPYHjQjyDNHBAsnHAujQAsvmAvzqAr3zAgA="
"villain#1999","DRUID","AAECAZICCFa0A8UEws4CmdMCm+gC4vgC9fwCC0Bf6QHTA94F5AigzQKHzgKY0gKe0gLb0wIA"
"villain#1999","ROGUE","AAECAaIHBogF/MEChsICgNMCz+ECw+oCDMQBnALtAp8DmwXUBYYJl8ECx9MC2+MC9uwC4vgCAA=="
"justsaiyan#1493","WARLOCK","AAECAf0GBK8E8wWc4gKPggMNMIQBzgfCCPcMysMCm8sC980Cn84C8tAC0eECh+gC0/gCAA=="
"justsaiyan#1493","DRUID","AAECAZICBI7QApnTAuL4AvX8Ag1AX/0C9wPmBeQIm8sCoM0Ch84CmNICntIC29MC1+8CAA=="
"justsaiyan#1493","HUNTER","AAECAYoWCMcDhwTJBNfNAobTAsvsAoDzAqeCAwueAagCtQPrB5cI/gyOwwKdzALf0gLj0gKL5QIA"
"justsaiyan#1493","ROGUE","AAECAaIHBsgDrwSdDZ74AuL4Auf6AgyMAssD1AXzBfUF3QiBwgLrwgLKwwLR4QKL5QKm7wIA"
"strifecro#1914","HUNTER","AAECAR8I+AjTzQKG0wKc4gK26gL96gLL7AKA8wILjQHeBZcIq8IC2MICnM0C3dICi+EC4eMC8vECufgCAA=="
"strifecro#1914","DRUID","AAECAZICBukB9wObywKO0AKZ0wL1/AIMQF/9AuYF5AigzQKHzgKY0gKe0gLb0wLX7wLi+AIA"
"strifecro#1914","ROGUE","AAECAaIHCLQBiAWbBfzBAobCAoDTAs/hAsPqAgvEAZwC7QKfA9QFhgmXwQLH0wLb4wL27ALi+AIA"
"strifecro#1914","WARLOCK","AAECAf0GAvMFnOICDjCEAfcEzgfCCPcMm8sCn84C8tAC0eECh+gC7/EC9PcC0/gCAA=="
"Fled#1956","ROGUE","AAECAaIHCLQBiAWbBfzBAobCAoDTAs/hAsPqAgvEAZwC7QKfA9QFhgmXwQLH0wLb4wL27ALi+AIA"
"Fled#1956","DRUID","AAECAZICBpAHysMCws4Cr9MC8eoCjfACDEBf6QHkCMnHApTSApjSAp7SAubTAovhAoTmAt3rAgA="
"Fled#1956","WARLOCK","AAECAf0GCvIFigf7B/gMoM4Cws4Cl9MCy+wCzfQCgIoDCooB+wa2B+EHjQjnywLx0AL90AKI0gLY5QIA"
"Fled#1956","HUNTER","AAECAR8K+AiWwwLTxQKbywKG0wKc4gK26gLL7AKA8wKggAMKjQGXCKvCAtjCApzNAt3SAovhAuHjAvLxArn4AgA="
"BlasèBlasè#1557","ROGUE","AAECAaIHBq8En8IC/eoCnvgCx/gC5/oCDIwCywPUBfMF3QiBwgLrwgLR4QKL5QKm7wLi+AL6/gIA"
"BlasèBlasè#1557","DRUID","AAECAZICApnTAoTmAg5AX/0C9wPmBYUI5AigzQKHzgKY0gKe0gLb0wLX7wLi+AIA"
"BlasèBlasè#1557","WARLOCK","AAECAf0GBPfNApziAsvsAo+CAw0whAH3BM4Hwgj3DJvLAp/OAvLQAtHhAofoAvT3AtP4AgA="
"BlasèBlasè#1557","HUNTER","AAECAR8IxwOHBMkE39IChtMCy+wCgPMCp4IDC54BqAK1A+sHlwj+DI7DAp3MAtfNAuPSAovlAgA="
"Cheese#1805","PALADIN","AAECAZ8FCPsB7QW5wQLt0gKO0wLj4wLD6gKggAMLnwPcA/QFzwb2B5vCAojHAuPLAvnsAuL4Atn+AgA="
"Cheese#1805","SHAMAN","AAECAaoICPkD3gX/BcnHAqvnAuDqAu/3Apn7AguBBPUE/gWyBvYH+wyXwQLHwQKbywLz5wLv8QIA"
"Cheese#1805","WARLOCK","AAECAf0GCO0FtgeQxwLO6QK38QKc+ALx+wKggAMLMPsBnALECPsMl8EC58sC8tACiNIC4vgC1/4CAA=="
"Cheese#1805","WARRIOR","AAECAQcOS5ADtAP8BJAHsgif0wKd8ALR9QL09QK49gKS+ALx+wKggAMIFqIE/wf7DMzNApvzAp77ArP8AgA="
"korextron#1532","DRUID","AAECAZICCFa0A5nTApvoAv3rApruAuT7AvX8AgtAX+kB0wPkCKDNAofOApjSAp7SAtvTAr/yAgA="
"korextron#1532","WARLOCK","AAECAfqUAwqjAfIFigf7B6DOAqbOAsLOApfTAsvsAs30Agr7BrYH4QeNCOfLAvHQAv3QAojSAtjlAurmAgA="
"korextron#1532","ROGUE","AAECAYO6AgiyAsgDrwTzBcrDAp74AuL4Auf6AguMAssD1AX1Bd0IgcICn8IC68IC0eECi+UCpu8CAA=="
"korextron#1532","PRIEST","AAECAZ/HAgiQAsUE1gr7DNPFAonNApDTAuP3AguhBOUE9geNCPIM0cECyccC6NACy+YC/OoCvfMCAA=="
"zlsjs#1181","WARLOCK","AAECAf0GCqMB8gWKB/sHoM4Cps4Cws4Cl9MCy+wCzfQCCooB+wa2B+EHjQjnywLx0AL90AKI0gLY5QIA"
"zlsjs#1181","PRIEST","AAECAa0GCJACxQTVCtYK+wyJzQKQ0wLi+AILoQTlBPYHjQjyDNHBAsnHAujQAsvmAvzqAr3zAgA="
"zlsjs#1181","ROGUE","AAECAaIHBogF/MEChsICgNMCz+ECw+oCDMQBnALtAp8DmwXUBYYJl8ECx9MC2+MC9uwC4vgCAA=="
"zlsjs#1181","DRUID","AAECAZICCFa0A8UEws4CmdMCm+gC4vgC9fwCC0Bf6QHTA94F5AigzQKHzgKY0gKe0gLb0wIA"
"Gallon#11212","DRUID","AAECAZICApnTAvX8Ag5AX/0C5gXkCJvLAqDNAofOAo7QApjSAp7SAtvTAtfvAuL4AgA="
"Gallon#11212","WARRIOR","AAECAQcKkQPeBfkM08UCz8cCw+oCmu4CkvgCnvgCoIADCkuiAqIE/webwgKixwLK5wKD+wKO+wKe+wIA"
"Gallon#11212","HUNTER","AAECAR8IhwTJBJ3MAtfNAobTAsvsAoDzAqeCAwueAagCtQPHA+sHlwj+DI7DAt/SAuPSAovlAgA="
"Gallon#11212","ROGUE","AAECAaIHBrICrwTzBZ/CAp74Auf6AgyMAssD1AX1Bd0IgcIC68ICysMC0eECi+UCpu8C4vgCAA=="
"amnesiac#11705","HUNTER","AAECAR8KtQPHA4cEyQTXzQLd0gKG0wLL7AKA8wKnggMKngGoAusHlwj+DI7DAp3MAt/SAuPSAovlAgA="
"amnesiac#11705","PALADIN","AAECAYsWBK8Eg9QC/eoCnvgCDUbzBfUF+QrrwgKDxwK4xwLjywKVzgL70wLR4QLW5QK15gIA"
"amnesiac#11705","DRUID","AAECAZICBI7QApnTAuL4AvX8Ag1AX/0C9wPmBeQIm8sCoM0Ch84CmNICntIC29MC1+8CAA=="
"amnesiac#11705","ROGUE","AAECAaIHBrICyAOvBJ74AuL4Auf6AgyMAssD1AXzBfUF3QiBwgLrwgLKwwLR4QKL5QKm7wIA"
"Ryder#12369","WARRIOR","AAECAQcGsgjTwwLTxQKf0wKO+wKggAMMS5EG/wf7DJvCAr7DApvLAszNAs/nAqrsApvzAp77AgA="
"Ryder#12369","DRUID","AAECAZICCqIJiMEC4scCws4CmNICmdMCr9MC/eEC8eoC9fwCCkBf6QHkCMnHAqDNAp7SAubTAvnmAt3rAgA="
"Ryder#12369","HUNTER","AAECAR8IxwOHBMkE39IChtMCy+wCgPMCp4IDC54BqAK1A+sHlwj+DI7DAp3MAtfNAuPSAovlAgA="
"Ryder#12369","WARLOCK","AAECAfqUAwjyBfsHoM4Cps4Cws4Cl9MCy+wCzfQCC/sGige2B+EHjQjnywLx0AL90AKI0gLY5QLq5gIA"
"control#1133","ROGUE","AAECAaIHBIbCAoDTAs/hAsPqAg3EAZwC7QKfA4gFmwXUBYYJl8EC/MEC2+MC9uwC4vgCAA=="
"control#1133","HUNTER","AAECAR8IhwTJBN3SAt/SAobTAsvsAoDzAqeCAwueAagCtQPHA+sHlwj+DI7DAp3MAuPSAovlAgA="
"control#1133","WARLOCK","AAECAfqUAwSvBJziAu/xAo+CAw0whAHOB8II9wybywL3zQKfzgLy0ALR4QKH6AL09wLT+AIA"
"control#1133","DRUID","AAECAbSKAwT3A5vLApnTAvX8Ag1AX/0C5gXkCKDNAofOAo7QApjSAp7SAtvTAtfvAuL4AgA="
"caravaggio8#1983","PRIEST","AAECAa0GCJACxQTVCtYK+wyJzQKQ0wLi+AILoQTlBPYHjQjyDNHBAsnHAujQAsvmAvzqAr3zAgA="
"caravaggio8#1983","ROGUE","AAECAYO6AgaIBfzBAobCAoDTAs/hAsPqAgzEAZwC7QKfA5sF1AWGCZfBAsfTAtvjAvbsAuL4AgA="
"caravaggio8#1983","WARLOCK","AAECAfqUAwqjAfIFigf7B6DOAqbOAsLOApfTAsvsAs30AgqKAfsGtgfhB40I58sC8dAC/dACiNIC2OUCAA=="
"caravaggio8#1983","DRUID","AAECAZICCFa0A8UEws4CmdMCm+gC4vgC9fwCC0Bf6QHTA94F5AigzQKHzgKY0gKe0gLb0wIA"
"Jonahrah#1226","HUNTER","AAECAR8IhwTJBN3SAt/SAobTAsvsAoDzAqeCAwueAagCtQPHA+sHlwj+DI7DAp3MAuPSAovlAgA="
"Jonahrah#1226","WARLOCK","AAECAf0GBK8EnOICy+wCj4IDDTCEAc4Hwgj3DJvLAvfNAp/OAvLQAtHhAofoAvT3AtP4AgA="
"Jonahrah#1226","DRUID","AAECAZICBI7QApjSApnTAvX8Ag1AX/0C9wPmBeQIm8sCoM0Ch84CntIC29MC1+8C4vgCAA=="
"Jonahrah#1226","ROGUE","AAECAaIHBogFhsICgNMCx9MCz+ECw+oCDMQBnALtAp8DmwXUBYYJl8EC/MEC2+MC9uwC4vgCAA=="
"SwaggyG#1193","WARLOCK","AAECAf0GCpMB8gWKB/sHws4Cl9MC6uYC2OcCy+wCzfQCCooB+wa2B+EHjQjnywLx0AL90AKI0gLY5QIA"
"SwaggyG#1193","DRUID","AAECAZICBPcDm8sCmdMC9fwCDUBf/QLmBeQIoM0Ch84CjtACmNICntIC29MC1+8C4vgCAA=="
"SwaggyG#1193","ROGUE","AAECAaIHBogFhsICgNMCz+EC2+MCw+oCDMQBnALtAp8DmwXUBYYJl8EC/MECx9MC9uwC4vgCAA=="
"SwaggyG#1193","SHAMAN","AAECAaoICN4F08UCnOICq+cCw+oCp+4C7/cCmfsCC4EE9QT+Bf8Fsgb7DJfBAsfBApvLAvPnAu/xAgA="
"Joaquin#1259","PALADIN","AAECAaToAgavBKcF8wXrwgL96gKe+AIMRvkKm8ICg8cCuMcC48sC+9MC0eEC1uUCteYC4vgC1v4CAA=="
"Joaquin#1259","WARLOCK","AAECAf0GBoQB980CnOICy+wC7/ECj4IDDDD3BM4Hwgj3DJvLAp/OAvLQAtHhAofoAvT3AtP4AgA="
"Joaquin#1259","ROGUE","AAECAaIHBK8E8wX96gKe+AINjALLA9QF9QXdCIHCAp/CAuvCAtHhAovlAqbvAsf4AuL4AgA="
"Joaquin#1259","MAGE","AAECAf0EBKsE7QWi0wLu9gINcbsClQO0BOYElgXsBcHBApjEAo/TAvvsApX/Arn/AgA="
"Cesky#1927","ROGUE","AAECAYO6AgaIBfzBAobCAoDTAs/hAsPqAgzEAZwC7QKfA5sF1AWGCZfBAsfTAtvjAvbsAuL4AgA="
"Cesky#1927","SHAMAN","AAECAaoIDN4F/wX7DNPFAp3HApziAqvnAsPqAqfuAp7wAu/3Apn7AgmBBPUE/gWyBpfBAsfBApvLAvPnAu/xAgA="
"Cesky#1927","WARLOCK","AAECAf0GBpMEycICl9MC2OcC2+kCnPgCDIoB9wS2B+EHysMC58sC8tAC+NACiNICi+EC/OUC6OcCAA=="
"Cesky#1927","DRUID","AAECAZICBPcDm8sCmdMC9fwCDUBf/QLmBeQIoM0Ch84CjtACmNICntIC29MC1+8C4vgCAA=="
"Ownerism#1396","ROGUE","AAECAaIHBK8E/eoCnvgC5/oCDYwCywPUBfMF9QXdCIHCAp/CAuvCAtHhAovlAqbvAuL4AgA="
"Ownerism#1396","SHAMAN","AAECAfe5AgogmQLyBYoHwAfZB/PCAsLOAqfuAs30AgolvQHTAfAHm8sClugClO8CsPAC9vACj/sCAA=="
"Ownerism#1396","WARLOCK","AAECAf0GCooB8gWKB/sHoM4Cps4Cws4Cl9MCy+wCzfQCCvsGtgfhB40I58sC8dAC/dACiNIC2OUC6uYCAA=="
"Ownerism#1396","DRUID","AAECAZICCLQDxQSZ0wKb6AL96wK/8gLi+AL1/AILQF/pAdMD3gXkCKDNAofOApjSAp7SAtvTAgA="
"seohyun628#1679","HUNTER","AAECAR8I3gX4CNPFAobTApziArbqAsvsAoDzAguNAZcIq8IC2MICm8sCnM0C3dICi+EC4eMC8vECufgCAA=="
"seohyun628#1679","DRUID","AAECAZICCMQGysMCh84Cws4Cr9MC5tMC8eoC3esCC0Bf6QHkCMnHApTSApjSAp7SAovhAoTmAo3wAgA="
"seohyun628#1679","SHAMAN","AAECAaoICPsM08UCnOICq+cCw+oCp+4C7/cCmfsCC4EE9QTeBf4F/wWyBpfBAsfBApvLAvPnAu/xAgA="
"seohyun628#1679","ROGUE","AAECAYO6Agb8wQKGwgKA0wLH0wLP4QLD6gIMigHEAZwC7QKfA5sF1AWGCZfBAtvjAvbsAuL4AgA="
"Alan870806#1754","WARLOCK","AAECAfqUAwqTAYoH+wf4DKDOAqbOAsLOApfTAsvsAs30AgryBfsGtgfhB40I58sC8dAC/dACiNIC2OUCAA=="
"Alan870806#1754","SHAMAN","AAECAaoICv8F+wzTxQKc4gKr5wLD6gKn7gKe8ALv9wKZ+wIKgQT1BN4F/gWyBpfBAsfBApvLAvPnAu/xAgA="
"Alan870806#1754","DRUID","AAECAZICCP4BtAPeBZnTApvoAuT7AvH7AvX8AgtAX+kB0wPEBuQIoM0Ch84CmNICntIC29MCAA=="
"Alan870806#1754","ROGUE","AAECAaIHBogF/MEChsICgNMCz+ECw+oCDMQBnALtAp8DmwXUBYYJl8ECx9MC2+MC9uwC4vgCAA=="
"Kuonet#1814","HUNTER","AAECAR8I+AjTxQKG0wK26gLL7AKA8wLi+AKggAMLjQGXCKvCAtjCAobDApzNAt3SAovhAuHjAvLxArn4AgA="
"Kuonet#1814","WARLOCK","AAECAfqUAwqKAZMBigf7B6DOAqbOAsLOApfTAsvsAs30AgryBfsGtgfhB40I58sC8dAC/dACiNIC2OUCAA=="
"Kuonet#1814","DRUID","AAECAZICCMQGysMCh84Cws4Cr9MC5tMC8eoC3esCC0Bf6QHkCMnHApTSApjSAp7SAovhAoTmAo3wAgA="
"Kuonet#1814","SHAMAN","AAECAaoICPsM08UCnOICq+cCw+oCp+4C7/cCmfsCC4EE9QTeBf4F/wWyBpfBAsfBApvLAvPnAu/xAgA="
"Starfruit#1658","HUNTER","AAECAR8ItQPHA4cEyQSG0wLL7AKA8wKnggMLngGoAusHlwj+DI7DAp3MAtfNAt/SAuPSAovlAgA="
"Starfruit#1658","WARLOCK","AAECAf0GCPIF+wegzgKmzgLCzgKX0wLL7ALN9AIL+waKB7YH4QeNCOfLAvHQAv3QAojSAtjlAurmAgA="
"Starfruit#1658","ROGUE","AAECAaIHBrICyAOvBJ74AuL4Auf6AgyMAssD1AXzBfUF3QiBwgKfwgLrwgLR4QKL5QKm7wIA"
"Starfruit#1658","DRUID","AAECAZICBPcDm8sCmdMC9fwCDUBf/QLmBeQIoM0Ch84CjtACmNICntIC29MC1+8C4vgCAA=="
"Zamos#1260","WARLOCK","AAECAf0GBpMEycICl9MCneIC2+kCnPgCDIoB9wS2B+EH58sC8tAC+NACiNICi+EC/OUC6OcC4vgCAA=="
"Zamos#1260","WARRIOR","AAECAYwWDEuQA7QD/ASQB8zNAp3wAtH1Arj2ApL4AvH7AqCAAwkWogT/B7II+wyb8wL09QKe+wKz/AIA"
"Zamos#1260","SHAMAN","AAECAaoICv8F+wzTxQKc4gKr5wLD6gKn7gKe8ALv9wKZ+wIKgQT1BN4F/gWyBpfBAsfBApvLAvPnAu/xAgA="
"Zamos#1260","DRUID","AAECAZICCla0A8UE7QXEBsLOAp7SApnTApvoAvX8AgpAX+kB0wPkCKDNAofOApjSAtvTAr/yAgA="
"klei#11805","WARRIOR","AAECAQcKkwT8BNPFAqLHAs/HAsPqApruApL4Ap74AqCAAwpLogKiBN4F/webwgLK5wKD+wKO+wKe+wIA"
"klei#11805","WARLOCK","AAECAf0GCJME8gXJwgLTxQKX0wLY5wLb6QKc+AIL9wS2B8rDAufLAvLQAvjQAojSAovhAvzlAurmAujnAgA="
"klei#11805","ROGUE","AAECAaIHBogFhsICgNMCz+EC2+MCw+oCDMQBnALtAp8DmwXUBYYJl8EC/MECx9MC9uwC4vgCAA=="
"klei#11805","PRIEST","AAECAa0GCJACxQTWCtPFAonNAqDOApDTAuL4AguhBOUE9geNCPIM0cECyccC6NACy+YC/OoCvfMCAA=="
"HSKeDaiBiao#1597","ROGUE","AAECAYO6AgavBPUFysMCnvgC5/oC+v4CDIwCywPUBfMF3QiBwgKfwgLrwgLR4QKL5QKm7wLi+AIA"
"HSKeDaiBiao#1597","WARLOCK","AAECAf0GBK8E8wWc4gKPggMNMIQBzgfCCPcMm8sC980Cn84C8tAC0eECh+gC9PcC0/gCAA=="
"HSKeDaiBiao#1597","PALADIN","AAECAaToAgiiAq8E9QX5CpvCAv3qAp74AuL4AgtG8wXrwgKDxwK4xwLjywL70wLR4QLW5QK15gLW/gIA"
"HSKeDaiBiao#1597","DRUID","AAECAZICBiT3A5vLAo7QApnTAvX8AgxAX/0C5gXkCKDNAofOApjSAp7SAtvTAtfvAuL4AgA="
"ETC#11729","WARLOCK","AAECAf0GCPsHoM4Cps4Cws4Cl9MC6uYCy+wCzfQCC/IF+waKB7YH4QeNCOfLAvHQAv3QAojSAtjlAgA="
"ETC#11729","DRUID","AAECAZICCFbtBZnTApvoAv3rApruAuT7AvX8AgtAX+kB3gXkCKDNAofOApjSAp7SAtvTAr/yAgA="
"ETC#11729","SHAMAN","AAECAaoICP8F08UCnOICq+cCw+oCp+4C7/cCmfsCC4EE9QTeBf4Fsgb7DJfBAsfBApvLAvPnAu/xAgA="
"ETC#11729","ROGUE","AAECAaIHBogF/MEChsICgNMCz+ECw+oCDMQBnALtAp8DmwXUBYYJl8ECx9MC2+MC9uwC4vgCAA=="
"bobbyex#1314","WARLOCK","AAECAf0GCvIFigf7B/gMoM4Cps4Cws4Cl9MCy+wCzfQCCooB+wa2B+EHjQjnywLx0AL90AKI0gLY5QIA"
"bobbyex#1314","HUNTER","AAECAR8I3gX4CIbTApziArbqAsvsAoDzAqCAAwuNAZcIq8IC2MICm8sCnM0C3dICi+EC4eMC8vECufgCAA=="
"bobbyex#1314","ROGUE","AAECAaIHBogF/MEChsICgNMCz+ECw+oCDMQBnALtAp8DmwXUBYYJl8ECx9MC2+MC9uwC4vgCAA=="
"bobbyex#1314","DRUID","AAECAZICApnTAvX8Ag5AX/0C5gXkCJvLAqDNAofOAo7QApjSAp7SAtvTAtfvAuL4AgA="
"NoHandsGamer#1424","WARRIOR","AAECAQcKkwTeBdPFAs/HAsPqApruApL4Ap74ArP8AqCAAwpLogKiBP8Hm8ICoscCyucCg/sCjvsCnvsCAA=="
"NoHandsGamer#1424","PRIEST","AAECAa0GCJACxQTWCvsMic0CkNMCifEC4vgCC6EE5QT2B40I8gzRwQLJxwLo0ALL5gL86gK98wIA"
"NoHandsGamer#1424","HUNTER","AAECAR8ExQjp0gKG0wLJ+AINjQGoArUDyQSXCNsJ3dIC39IC49IC4eMC6uMC3O4Ch/sCAA=="
"NoHandsGamer#1424","DRUID","AAECAZICAvcDmdMCDkBf/QLmBYUI5AigzQKHzgKY0gKe0gLb0wKE5gLX7wLi+AIA"
"jakaso27#1154","WARRIOR","AAECAQcGsgjTwwLTxQKf0wKO+wKggAMMS5EG/wf7DJvCAr7DApvLAszNAs/nAqrsApvzAp77AgA="
"jakaso27#1154","WARLOCK","AAECAf0GCooB8gX7B6DOAqbOAsLOApfTAurmAsvsAs30Agr7BooHtgfhB40I58sC8dAC/dACiNIC2OUCAA=="
"jakaso27#1154","HUNTER","AAECAR8IxwOHBMkE39IChtMCy+wCgPMCp4IDC54BqAK1A+sHlwj+DI7DAp3MAtfNAuPSAovlAgA="
"jakaso27#1154","DRUID","AAECAZICCqIJiMEC4scCws4CmNICmdMCr9MC/eEC8eoC9fwCCkBf6QHkCMnHAqDNAp7SAubTAvnmAt3rAgA="
"PrinceFancy#1443","WARLOCK","AAECAfqUAwqiAtsG08UC+NACl9MC2OcC2+kCt/ECnPgCoIADCqMBtgebwgLnywLy0AKI0gLY5QLq5gLo5wKAigMA"
"PrinceFancy#1443","WARRIOR","AAECAYwWCqIC3gXTxQLPxwLD6gKa7gLN7wKS+AKe+AKggAMKS5EDogT8BKLHAsrnAuL4AoP7Ao77Ap77AgA="
"PrinceFancy#1443","SHAMAN","AAECAfe5AgjeBf4F08UCq+cCw+oCp+4C7/cCmfsCC4EE9QT/BbIG9gf7DJfBAsfBApvLAvPnAu/xAgA="
"PrinceFancy#1443","DRUID","AAECAbSKAwbCzgKv0wLm0wLx6gKN8AK/8gIMQF/pAcQG5AjJxwKU0gKY0gKe0gKL4QKE5gLd6wIA"
"Justine#1262","WARRIOR","AAECAQcKkwT8BNPFAqLHAs/HAsPqApruApL4Ap74AqCAAwpLogKiBN4F/webwgLK5wKD+wKO+wKe+wIA"
"Justine#1262","PRIEST","AAECAa0GBsUE1gqJzQKgzgKQ0wLi+AIMkAKhBOUE9geNCPIM0cECyccC6NACy+YC/OoCvfMCAA=="
"Justine#1262","DRUID","AAECAbSKAwT3A5vLApnTAvX8Ag1AX/0C5gXkCKDNAofOAo7QApjSAp7SAtvTAtfvAuL4AgA="
"Justine#1262","WARLOCK","AAECAf0GCPIF+wegzgKmzgLCzgKX0wLL7ALN9AIL+waKB7YH4QeNCOfLAvHQAv3QAojSAtjlAurmAgA="
"TheMaverick#1720","DRUID","AAECAZICCFb+AZnTApvoAv3rApruAr/yAuT7AgtAX+kB5AigzQKHzgKU0gKY0gKe0gLb0wKE5gIA"
"TheMaverick#1720","HUNTER","AAECAR8M3gX4CMbCAtPFApvLAt3SAobTApziArbqAsvsAoDzAqCAAwmNAZcIq8IC2MICnM0Ci+EC4eMC8vECufgCAA=="
"TheMaverick#1720","SHAMAN","AAECAaoICIEE3gXTxQKr5wLD6gKn7gLv9wKZ+wIL9QT+Bf8Fsgb2B/sMl8ECx8ECm8sC8+cC7/ECAA=="
"TheMaverick#1720","ROGUE","AAECAaIHCLQBiAWbBfzBAobCAoDTAs/hAsPqAgvEAZwC7QKfA9QFhgmXwQLH0wLb4wL27ALi+AIA"
"InquisitorM#11490","PRIEST","AAECAa0GBsUE1gr7DInNApDTAuL4AgyhBOUE9geNCPIM0cECyccC6NACy+YC/OoCifECvfMCAA=="
"InquisitorM#11490","PALADIN","AAECAZ8FBq8EpwX1BZXOAv3qAp74AgxG8wX5CuvCAoPHArjHAuPLAvvTAtHhAtblArXmAtb+AgA="
"InquisitorM#11490","HUNTER","AAECAR8IxwOHBMkE3dIChtMCy+wCgPMCp4IDC54BqAK1A+sHlwj+DI7DAp3MAt/SAuPSAovlAgA="
"InquisitorM#11490","DRUID","AAECAZICBOkBmdMChOYC4vgCDUBf/QL3A+YFhQjkCKDNAofOApjSAp7SAtvTAtfvAgA="
