Ostkaka#1610,Priest,AAECAa0GBsUE1Qr7DMrDAtPFApDTAgyQAqEE5QT2B40I8gzRwQLJxwLo0ALL5gL86gK98wIA,Control Priest
Ostkaka#1610,Paladin,AAECAZ8FCpkCtwTyBZYGige5wQLCzgLN9ALr9wL9+wIK3AP0Bc8Grwf2B/4HlgmzwQKIxwKW6AIA,Even Paladin
Ostkaka#1610,Warrior,AAECAQcIugTeBfkM08UCw+oCkvgCnvgCoIADC0uiApMEogT/B5vCAqLHAsrnAoP7Ao77Ap77AgA=,Odd Warrior
Ostkaka#1610,Hunter,AAECAR8MxwOHBMkEuwWXCJ3MAt/SAobTAuHjAsn4AqeCA5uFAwmoArUDgQqOwwLd0gLj0gKL5QKghQOkiAMA,Secret Hunter
Xixo#2659,Hunter,AAECAR8OjQGoAscDhwTJBLsFrgadzALf0gKG0wLh4wLJ+AKnggObhQMItQOBCo7DAt3SAuPSAovlAqCFA6SIAwA=,Secret Hunter
Xixo#2659,Warlock,AAECAfqUAwaKAfsHps4Cws4Cl9MCzfQCDPIF+waKB7YH4QeNCOfLAvHQAv3QAojSAtjlAurmAgA=,Even Warlock
Xixo#2659,Warrior,AAECAQcEugSS+AKe+AKggAMNS6IE/webwgKixwLK5wKD+wKO+wKe+wKBhwOLhwPsiQPolAMA,Odd Warrior
Xixo#2659,Paladin,AAECAZ8FAq8EnvgCDkbwA/UF+QqbwgLrwgKDxwK4xwLjywKVzgL70wLR4QLW5QLu9wIA,Odd Paladin
crane333#2314,Warlock,AAECAf0GBMLOApfTAs30AsCPAw3yBfsGige2B+EH+weNCOfLAvHQAv3QAojSAtjlAurmAgA=,Even Warlock
crane333#2314,Priest,AAECAa0GCAm0A9MKvsgCws4C8vECoIADjYIDC5cCoQTlBNHBAtjBAuXMAvDPAujQAuPpAp/rApeHAwA=,Clone Priest
crane333#2314,Hunter,AAECAR8I+AjGwgLTxQKG0wKc4gK26gKA8wKggAMLjQGXCKvCAtjCAsrDApzNAt3SAovhAuHjAvLxArn4AgA=,Deathrattle Hunter
crane333#2314,Paladin,AAECAZ8FCu0FucEC7dICjtMC4+MCw+oC/fsCvYYDz4YDzocDCroB+wHcA/QFzwb2B4jHAuPLAvjSAuyGAwA=,OTK DK Paladin
GeneraL#2662,Warlock,AAECAf0GCIoBkwH7B8LOApfTAurmAtjnAs30AgvyBfsGige2B+EHjQjnywLx0AL90AKI0gLY5QIA,Even Warlock
GeneraL#2662,Warrior,AAECAQcG08UCz8cCw+oCkvgCnvgCoIADDEuiApMEogT/B5vCAqLHAovhAsrnAoP7Ao77Ap77AgA=,Odd Warrior
GeneraL#2662,Paladin,AAECAaToAgjtBbnBAu3SAo7TAuPjAsPqAv37Ar2GAwu6AfsB3AP0Bc8G9geIxwLjywL40gLPhgPshgMA,OTK DK Paladin
GeneraL#2662,Hunter,AAECAR8KhwTJBK4G2wn+DOnSAobTAsn4Aof7ApuFAwqNAagCtQOXCMUI3dIC39IC49IC4eMC6uMCAA==,Spell Hunter
